Initializing AFE4404...
Initialized Success!
PD3:1937350
PD3:1937176
PD3:1937891
PD3:1937891
PD3:1937881
PD3:1936784
PD3:1936870
PD3:1936578
PD3:1936589
PD3:1937471
PD3:1936891
PD3:1936428
PD3:1938646
PD3:1938706
PD3:1937801
PD3:1938814
PD3:1938704
PD3:1937790
PD3:1938315
PD3:1939862
PD3:1938951
PD3:1937491
PD3:1938076
PD3:1938526
PD3:1938253
PD3:1939392
PD3:1938522
PD3:1939385
PD3:1939813
PD3:1939247
PD3:1938597
PD3:1939542
PD3:1938738
PD3:1938616
PD3:1938223
PD3:1938580
PD3:1938542
PD3:1938906
PD3:1939608
PD3:1938994
PD3:1938997
PD3:1938877
PD3:1939996
PD3:1939445
PD3:1939058
PD3:1939685
PD3:1939990
PD3:1940612
PD3:1940344
PD3:1940589
PD3:1940390
PD3:1941554
PD3:1941325
PD3:1941433
PD3:1940450
PD3:1940725
PD3:1940709
PD3:1940452
PD3:1940334
PD3:1941566
PD3:1941257
PD3:1940674
PD3:1941311
PD3:1941140
PD3:1941512
PD3:1940908
PD3:1940349
PD3:1941337
PD3:1941823
PD3:1942944
PD3:1942331
PD3:1942082
PD3:1942809
PD3:1943278
PD3:1943270
PD3:1943465
PD3:1942844
PD3:1941793
PD3:1942520
PD3:1942458
PD3:1942640
PD3:1943886
PD3:1943956
PD3:1942944
PD3:1942631
PD3:1943760
PD3:1943767
PD3:1943637
PD3:1943242
PD3:1942884
PD3:1942638
PD3:1943363
PD3:1942589
PD3:1941819
PD3:1941287
PD3:1942621
PD3:1943808
PD3:1942979
PD3:1943388
PD3:1942748
PD3:1942466
PD3:1942373
PD3:1942540
PD3:1942580
PD3:1943004
PD3:1943458
PD3:1942490
PD3:1943875
PD3:1942237
PD3:1942896
PD3:1944162
PD3:1943826
PD3:1944542
PD3:1945966
PD3:1943358
PD3:1943696
PD3:1943114
PD3:1944334
PD3:1944023
PD3:1943390
PD3:1944813
PD3:1944387
PD3:1943475
PD3:1943354
PD3:1944054
PD3:1943839
PD3:1943839
PD3:1945603
PD3:1944479
PD3:1945599
PD3:1945307
PD3:1943934
PD3:1944756
PD3:1944013
PD3:1945179
PD3:1944091
PD3:1945883
PD3:1945303
PD3:1945025
PD3:1945555
PD3:1944369
PD3:1945278
PD3:1944064
PD3:1945013
PD3:1945826
PD3:1945131
PD3:1945470
PD3:1944536
PD3:1945602
PD3:1945500
PD3:1945946
PD3:1945337
PD3:1945838
PD3:1945219
PD3:1947298
PD3:1946944
PD3:1945685
PD3:1945922
PD3:1945216
PD3:1946395
PD3:1945844
PD3:1946166
PD3:1945413
PD3:1945884
PD3:1946187
PD3:1945581
PD3:1946332
PD3:1946802
PD3:1946109
PD3:1947201
PD3:1947573
PD3:1944798
PD3:1945585
PD3:1945958
PD3:1945622
PD3:1945373
PD3:1946925
PD3:1945595
PD3:1945797
PD3:1945663
PD3:1945811
PD3:1945293
PD3:1946547
PD3:1945491
PD3:1945350
PD3:1946346
PD3:1946194
PD3:1946687
PD3:1946008
PD3:1947144
PD3:1946114
PD3:1943974
PD3:1946240
PD3:1945319
PD3:1945270
PD3:1945659
PD3:1945552
PD3:1945765
PD3:1946981
PD3:1946084
PD3:1946205
PD3:1945479
PD3:1945649
PD3:1944273
PD3:1945805
PD3:1945756
PD3:1945370
PD3:1945774
PD3:1945643
PD3:1946119
PD3:1946026
PD3:1945656
PD3:1945883
PD3:1947173
PD3:1947047
PD3:1946874
PD3:1946405
PD3:1946177
PD3:1946869
PD3:1946722
PD3:1947050
PD3:1947245
PD3:1946907
PD3:1947074
PD3:1947040
PD3:1947047
PD3:1947199
PD3:1946498
PD3:1948292
PD3:1947309
PD3:1947938
PD3:1946622
