GREEN,RED,IR
1737553,2012819,1644625
1737379,2013509,1644968
1737554,2014000,1644740
1737440,2014233,1644751
1737327,2014294,1644449
1737145,2014194,1644297
1736947,2014427,1645171
1736950,2014372,1644688
1737283,2014400,1643959
1737313,2014685,1644436
1737314,2014598,1644046
1737118,2014901,1643928
1737224,2015436,1643877
1737094,2015811,1644293
1737112,2015953,1644717
1736744,2016423,1643986
1736744,2016224,1643256
1736821,2016344,1643401
1736759,2016455,1643645
1736920,2016973,1643547
1736759,2016561,1643682
1736851,2016950,1643525
1736543,2017037,1642945
1736460,2017055,1643193
1736311,2017369,1643959
1736119,2017259,1644485
1736195,2017583,1643843
1736215,2017663,1644092
1735972,2017901,1644616
1736104,2017901,1644161
1736032,2018175,1644359
1736272,2018148,1644025
1736213,2018683,1644683
1736349,2018376,1644347
1736202,2018549,1644052
1736279,2018856,1644664
1736031,2019469,1644694
1735621,2019164,1644939
1735621,2019385,1644497
1735762,2019609,1644105
1735718,2020052,1643960
1735732,2020156,1644102
1735715,2020139,1645345
1735682,2019600,1645181
1735429,2019813,1644759
1735637,2020434,1645154
1735648,2020059,1645371
1735599,2021044,1645469
1735357,2020904,1645441
1735381,2020905,1644898
1735143,2020458,1644541
1735344,2020680,1644475
1735576,2020452,1644561
1735989,2020942,1643306
1735675,2020843,1642989
1735793,2021038,1643395
1735746,2020908,1643318
1735610,2021677,1643923
1735891,2021840,1643364
1735504,2022306,1644271
1735504,2021952,1644021
1735358,2022388,1643914
1735485,2022023,1644211
1735540,2022900,1643886
1735490,2022052,1644193
1735673,2021995,1645129
1735474,2021955,1645187
1735278,2021633,1645440
1735298,2021793,1645572
1735002,2021466,1646101
1735110,2022207,1645744
1734882,2021385,1644445
1734462,2021733,1644713
1734454,2021603,1645156
1734571,2022423,1645065
1734370,2022334,1645172
1734397,2023070,1645067
1734320,2022697,1644553
1734237,2023074,1644880
1734000,2022881,1645399
1734455,2023191,1645816
1733930,2023359,1645163
1733794,2023834,1645623
1733794,2023357,1645039
1733601,2023555,1645138
1733956,2023402,1645152
1733833,2023590,1644970
1733845,2022744,1645210
1733680,2022808,1645547
1733626,2022557,1645317
1733520,2022654,1645680
1733774,2022043,1645509
1733659,2021379,1645863
1733827,2020978,1645445
1733645,2019621,1645116
1733587,2019624,1643984
1733646,2019118,1644673
1733914,2019302,1644012
1733943,2018589,1644593
1733772,2018542,1644422
1733613,2017462,1644335
1733857,2017650,1645104
1733825,2017362,1643830
1733800,2018008,1644425
1733490,2017522,1644105
1733490,2017501,1645219
1733315,2016915,1644629
1733289,2017022,1644739
1733555,2016770,1644333
1733305,2016955,1644986
1733473,2016295,1644151
1733275,2016319,1645089
1733072,2016925,1644638
1733162,2016369,1644430
1733289,2016404,1644908
1733136,2016074,1644086
1733218,2015790,1644449
1732958,2015287,1644801
1733185,2015603,1644903
1733077,2014910,1644976
1733547,2015078,1645632
1733282,2014417,1645569
1733313,2014377,1645298
1733225,2014018,1644937
1733615,2014251,1644865
1733413,2014307,1643926
1733192,2014719,1644546
1732909,2013789,1644186
1732909,2013769,1644747
1733106,2012984,1644853
1733148,2012858,1644109
1733280,2012387,1643993
1733248,2011877,1644528
1733292,2011217,1645305
1733412,2011062,1644957
1733428,2011306,1644486
1733376,2010990,1644266
1733401,2010747,1644146
1733301,2010031,1643292
1733451,2009393,1641879
1733464,2009375,1641383
1733672,2009110,1640738
1733812,2008635,1640385
1733694,2008055,1640537
1733328,2007259,1639849
1733541,2006665,1639702
1733420,2006188,1638795
1733732,2005859,1639595
1733278,2005296,1638917
1733022,2004818,1638717
1733022,2004348,1638049
1732819,2003855,1638376
1732799,2002847,1638068
1732744,2002343,1638928
1732632,2001789,1637859
1732439,2001409,1637982
1732190,2001090,1637709
1732044,2001091,1637096
1731966,2000841,1636334
1731912,2000828,1636805
1731920,2000310,1636751
1731642,1999847,1637004
1731762,1999788,1635704
1731587,1999761,1636316
1731902,1999728,1636200
1731631,1999035,1635694
1731813,1998696,1635298
1731433,1997976,1635688
1731384,1998037,1635734
1731390,1997388,1635280
1731300,1996787,1635389
1730959,1996502,1636016
1730959,1995685,1636107
1731091,1994678,1636164
1730810,1994035,1635548
1731106,1993321,1635186
1730887,1992943,1635611
1730811,1991924,1635516
1730743,1991546,1635652
1730572,1991455,1635737
1730422,1990959,1635831
1730347,1990650,1635240
1730391,1989926,1635025
1730202,1988730,1635766
1729899,1988464,1636654
1730098,1987976,1636192
1730068,1987472,1636868
1730258,1987119,1636823
1730227,1986638,1637018
1730159,1985851,1637295
1729958,1985635,1635710
1730071,1985623,1635534
1729988,1985156,1635407
1729943,1984848,1636294
1729943,1984226,1636397
1729402,1983969,1636708
1729576,1983052,1636765
1729585,1982715,1636562
1729624,1982065,1636127
1729526,1981311,1636185
1729404,1981103,1635871
1729386,1980701,1635143
1729333,1980731,1635694
1729189,1980711,1634948
1729446,1980471,1635038
1729360,1979455,1634526
1729371,1978425,1634316
1729150,1978076,1633849
1729425,1977477,1633612
1729649,1977326,1633576
1729568,1976896,1633671
1729455,1976594,1634090
1729618,1976268,1634096
1729708,1976390,1633861
1729687,1975723,1633389
1729235,1975627,1634717
1729086,1975283,1634136
1729086,1975105,1634656
1729192,1975023,1634204
1729159,1974838,1634025
1729235,1974757,1633598
1729196,1973966,1633435
1729245,1973126,1633829
1729043,1972715,1634252
1729054,1972868,1633832
1729040,1972265,1634037
1728984,1972615,1634013
1728863,1971977,1633719
1728531,1971530,1634315
1728226,1971389,1634832
1728190,1971277,1634130
1728185,1971655,1634873
1728035,1972143,1635783
1727892,1972368,1636494
1727964,1972073,1638396
1727805,1971830,1638068
1727361,1971389,1638673
1727375,1971341,1639767
1726985,1970941,1640133
1726985,1970707,1640719
1726863,1970396,1641863
1726889,1969998,1641459
1726886,1969725,1641497
1726814,1969273,1640805
1726878,1968143,1640453
1726497,1966680,1641258
1726517,1966529,1641874
1726500,1965804,1641318
1726385,1965452,1641221
1726217,1964912,1641404
1726324,1963583,1641907
1726071,1962769,1641805
1726033,1962300,1641345
1726135,1961522,1641477
1726247,1961169,1642165
1726075,1960617,1641226
1725914,1960155,1640486
1726088,1960049,1640310
1726081,1960084,1640426
1726000,1959804,1640066
1725801,1959352,1639900
1725380,1958975,1639792
1725380,1958962,1640109
1725347,1958913,1641518
1725240,1959110,1640552
1725396,1958874,1641052
1725389,1958753,1640515
1725111,1958343,1640579
1724758,1957864,1640966
1724733,1957618,1640709
1724906,1956899,1639989
1724917,1956397,1640222
1724919,1955836,1639732
1724812,1955305,1640699
1724788,1955268,1639976
1724627,1954894,1640702
1725185,1954219,1639526
1724920,1953722,1639623
1724725,1953063,1639222
1724835,1952384,1638393
1724717,1951665,1638445
1724759,1951024,1638377
1724342,1951039,1638678
1724308,1950350,1638782
1724308,1949856,1639052
1724315,1949361,1638739
1724396,1948626,1639203
1724680,1948560,1638204
1724668,1948282,1638640
1724382,1947278,1638898
1724547,1945587,1638968
1724500,1945436,1638928
1724616,1944685,1639425
1724785,1944354,1638077
1724796,1943511,1638591
1724694,1942625,1637039
1724510,1941795,1638513
1724726,1941429,1638418
1724717,1941251,1638042
1725171,1940367,1638012
1724863,1939352,1638282
1724927,1938342,1637632
1724713,1937327,1637685
1725021,1937029,1637568
1724854,1936532,1636908
1724557,1936533,1637587
1724063,1936008,1637365
1724063,1935629,1638230
1724083,1934983,1638283
1723825,1935002,1638577
1723953,1934479,1638319
1723630,1933730,1638553
1723428,1933276,1638501
1722535,1933171,1638771
1722722,1933408,1638736
1722626,1933113,1639048
1722659,1932840,1638618
1722498,1931950,1638604
1722509,1930725,1638879
1721970,1930118,1639185
1722066,1929263,1638044
1721959,1928379,1638443
1722277,1927644,1638881
1722194,1927142,1639871
1722125,1926266,1639198
1721905,1925588,1640338
1722067,1925156,1641327
1721303,1924967,1641580
1721365,1924969,1641715
1721365,1924378,1641273
1721074,1923775,1641685
1721343,1923229,1641763
1721182,1922748,1641903
1721006,1921650,1641364
1720821,1920721,1642120
1720958,1919533,1641911
1720781,1919111,1642372
1720783,1918527,1642487
1720563,1918070,1642992
1720567,1917474,1642430
1720400,1916154,1643554
1720353,1915509,1644144
1720201,1915649,1644911
1720281,1915422,1644018
1720593,1915205,1643349
1720389,1914526,1643097
1720228,1914152,1643545
1720375,1913926,1644097
1720170,1913645,1642732
1720439,1912786,1643416
1720017,1912017,1642809
1719679,1911346,1642296
1719679,1910659,1641895
1719514,1910174,1643018
1719767,1909566,1643056
1719640,1908938,1644165
1719714,1908214,1643005
1719531,1907481,1642066
1719576,1906660,1641767
1719516,1905980,1641313
1719533,1904966,1641284
1719439,1904207,1641156
1719485,1903127,1640966
1719280,1902256,1641145
1719370,1901316,1641686
1719418,1900479,1641660
1719730,1899921,1641236
1719441,1898946,1641951
1719469,1898142,1641255
1719339,1897760,1641290
1719284,1897686,1641091
1719272,1897655,1641506
1719324,1898231,1641203
1718934,1898768,1640707
1718934,1898693,1640897
1719177,1898425,1641368
1719098,1897385,1640737
1719090,1896914,1640912
1719109,1896698,1640427
1719232,1896195,1640537
1719157,1896473,1640276
1719044,1896413,1640671
1719044,1895899,1640352
1719133,1895477,1639747
1718995,1894536,1639262
1718933,1893827,1639486
1718417,1893698,1640594
1718240,1893784,1639793
1718289,1893504,1639187
1718575,1893385,1639452
1718405,1893099,1639530
1718140,1892308,1639992
1717747,1891920,1640139
1717678,1892079,1639958
1717739,1892169,1640520
1717482,1892631,1639540
1717482,1893086,1639738
1716922,1893007,1639139
1717183,1892828,1639015
1717129,1892254,1639000
1717136,1891712,1638165
1717019,1890872,1638069
1716821,1889953,1637853
1716640,1889041,1637474
1716633,1888610,1638273
1716517,1888037,1637749
1716606,1887253,1637375
1716363,1886487,1637160
1716475,1885783,1638171
1716069,1885376,1638964
1716263,1884901,1637770
1716405,1883976,1637654
1716663,1883685,1638096
1716166,1883575,1637355
1716186,1883553,1637954
1716100,1883661,1636802
1716410,1884131,1637407
1716232,1884841,1636377
1715884,1884642,1636414
1715884,1884251,1636649
1715908,1884290,1635876
1715649,1884208,1635933
1715630,1884292,1636096
1715583,1884059,1636306
1715722,1883748,1636210
1715554,1884421,1636431
1715287,1884676,1636835
1715537,1885026,1636273
1715433,1885376,1635966
1715206,1885553,1635655
1715130,1885384,1635080
1715037,1885696,1635112
1715220,1886112,1635402
1715472,1886422,1634538
1715547,1886820,1634994
1715470,1886475,1634663
1715547,1885958,1634771
