Initializing AFE4404...
Initialized Success!
PD3:1258783
PD3:1260217
PD3:1259422
PD3:1259739
PD3:1260236
PD3:1260240
PD3:1261087
PD3:1260280
PD3:1260966
PD3:1260357
PD3:1260230
PD3:1259432
PD3:1259617
PD3:1259508
PD3:1259965
PD3:1259443
PD3:1260284
PD3:1260026
PD3:1260577
PD3:1259958
PD3:1259630
PD3:1260097
PD3:1259871
PD3:1259866
PD3:1259925
PD3:1260950
PD3:1261304
PD3:1261467
PD3:1261311
PD3:1261655
PD3:1261801
PD3:1262356
PD3:1262718
PD3:1262961
PD3:1262650
PD3:1262715
PD3:1263032
PD3:1263198
PD3:1263533
PD3:1264250
PD3:1264160
PD3:1263972
PD3:1263769
PD3:1264676
PD3:1264391
PD3:1264891
PD3:1265151
PD3:1264916
PD3:1265252
PD3:1265378
PD3:1265072
PD3:1265549
PD3:1266177
PD3:1265596
PD3:1265841
PD3:1266051
PD3:1267398
PD3:1266527
PD3:1265976
PD3:1265702
PD3:1265088
PD3:1264670
PD3:1263428
PD3:1262620
PD3:1261703
PD3:1260875
PD3:1260237
PD3:1259891
PD3:1259434
PD3:1259524
PD3:1258820
PD3:1258840
PD3:1258263
PD3:1258832
PD3:1258820
PD3:1259297
PD3:1259376
PD3:1259719
PD3:1259259
PD3:1259558
PD3:1258981
PD3:1259618
PD3:1260102
PD3:1260446
PD3:1259780
PD3:1259327
PD3:1259871
PD3:1260160
PD3:1260031
PD3:1260156
PD3:1259127
PD3:1259679
PD3:1259232
PD3:1259260
PD3:1259522
PD3:1259922
PD3:1260131
PD3:1259635
PD3:1260351
PD3:1259810
PD3:1260882
PD3:1260265
PD3:1260814
PD3:1260778
PD3:1261209
PD3:1261160
PD3:1261691
PD3:1260976
PD3:1261595
PD3:1261021
PD3:1262476
PD3:1262147
PD3:1262011
PD3:1262706
PD3:1262650
PD3:1262928
PD3:1262932
PD3:1263648
PD3:1263638
PD3:1264331
PD3:1264560
PD3:1264254
PD3:1264823
PD3:1264541
PD3:1264599
PD3:1265067
PD3:1265348
PD3:1265316
PD3:1265119
PD3:1265077
PD3:1265325
PD3:1265542
PD3:1264845
PD3:1264608
PD3:1265267
PD3:1265687
PD3:1265454
PD3:1264672
PD3:1263643
PD3:1262485
PD3:1261186
PD3:1260597
PD3:1259492
PD3:1257916
PD3:1256673
PD3:1255447
PD3:1254661
PD3:1252836
PD3:1252950
PD3:1253013
PD3:1253167
PD3:1251945
PD3:1252514
PD3:1252327
PD3:1252857
PD3:1252311
PD3:1252628
PD3:1252763
PD3:1251929
PD3:1251921
PD3:1252015
PD3:1252175
PD3:1251744
PD3:1251843
PD3:1252419
PD3:1251847
PD3:1252412
PD3:1252221
PD3:1251933
PD3:1251491
PD3:1250490
PD3:1250436
PD3:1249938
PD3:1250769
PD3:1249782
PD3:1249646
PD3:1250085
PD3:1250308
PD3:1250881
PD3:1250605
PD3:1250029
PD3:1250280
PD3:1251401
PD3:1250749
PD3:1252124
PD3:1252204
PD3:1252097
PD3:1252752
PD3:1252051
PD3:1252334
PD3:1252257
PD3:1253038
PD3:1253126
PD3:1253834
PD3:1253982
PD3:1254611
PD3:1254820
PD3:1255448
PD3:1254653
PD3:1255579
PD3:1255463
PD3:1255299
PD3:1255157
PD3:1255294
PD3:1255562
PD3:1256507
PD3:1256505
PD3:1256696
PD3:1255766
PD3:1256644
PD3:1256758
PD3:1256836
PD3:1257377
PD3:1257492
PD3:1257807
PD3:1258338
PD3:1259060
PD3:1259054
PD3:1259226
PD3:1258947
PD3:1259315
PD3:1258977
PD3:1259453
PD3:1258408
PD3:1257714
PD3:1255633
PD3:1254733
PD3:1252640
PD3:1249643
PD3:1248247
PD3:1247044
PD3:1245331
PD3:1244309
PD3:1244273
PD3:1244898
PD3:1245047
PD3:1244240
PD3:1244053
PD3:1244292
PD3:1244973
PD3:1245024
PD3:1245524
PD3:1244914
PD3:1244826
PD3:1244851
PD3:1245391
PD3:1245008
PD3:1245266
PD3:1245494
PD3:1245347
PD3:1245441
PD3:1244955
PD3:1245381
PD3:1245387
PD3:1245744
PD3:1244710
PD3:1244496
PD3:1244241
PD3:1244975
PD3:1244224
PD3:1244243
PD3:1244513
PD3:1244987
PD3:1245125
PD3:1245859
PD3:1245618
PD3:1246033
PD3:1246432
PD3:1246422
PD3:1246657
PD3:1246938
PD3:1247071
PD3:1247581
PD3:1248580
PD3:1249044
PD3:1249540
PD3:1250075
PD3:1250482
PD3:1250035
PD3:1250713
PD3:1250814
PD3:1251397
PD3:1250948
PD3:1251096
PD3:1251035
PD3:1251855
PD3:1251540
PD3:1252194
PD3:1252638
PD3:1251911
PD3:1252272
PD3:1253349
PD3:1252828
PD3:1253572
PD3:1253880
PD3:1254022
PD3:1254045
PD3:1254299
PD3:1254637
PD3:1254990
PD3:1255568
PD3:1255092
PD3:1256104
PD3:1255735
PD3:1256783
PD3:1256884
PD3:1256825
PD3:1256758
PD3:1257600
PD3:1257890
PD3:1257780
PD3:1256978
PD3:1256864
PD3:1256163
PD3:1255134
PD3:1252517
PD3:1251289
PD3:1249324
PD3:1247329
PD3:1244997
PD3:1244414
PD3:1243518
PD3:1243347
PD3:1242868
PD3:1243332
PD3:1243049
PD3:1242244
PD3:1243378
PD3:1243188
PD3:1242672
PD3:1242803
PD3:1243321
PD3:1243871
PD3:1243740
PD3:1243874
PD3:1244207
PD3:1243780
PD3:1244096
PD3:1243945
PD3:1244194
PD3:1244814
PD3:1245229
PD3:1245399
PD3:1244945
PD3:1245105
PD3:1245005
PD3:1245182
PD3:1245232
PD3:1244922
PD3:1245931
PD3:1245411
PD3:1244876
PD3:1245939
PD3:1246126
PD3:1246418
PD3:1246319
PD3:1246760
PD3:1247118
PD3:1248660
PD3:1248107
PD3:1248420
PD3:1248519
PD3:1249344
PD3:1249524
PD3:1250377
PD3:1250037
PD3:1250538
PD3:1250324
PD3:1250803
PD3:1251514
PD3:1252146
PD3:1252120
PD3:1252508
PD3:1252670
PD3:1252638
PD3:1253470
PD3:1253601
PD3:1253559
PD3:1254417
PD3:1254213
PD3:1254248
PD3:1254510
PD3:1255023
PD3:1254554
PD3:1256052
PD3:1256268
PD3:1256407
PD3:1256958
PD3:1257497
PD3:1257513
PD3:1257644
PD3:1258083
PD3:1258616
PD3:1259590
PD3:1259546
PD3:1260393
PD3:1260180
PD3:1260794
PD3:1260511
PD3:1261989
PD3:1261517
PD3:1262202
PD3:1262205
PD3:1261984
PD3:1261390
PD3:1260456
PD3:1258987
PD3:1257349
PD3:1255555
