GREEN,RED,IR
1734191,1722982,1262647
1733917,1722215,1262409
1733847,1721975,1261944
1733469,1721832,1262301
1733431,1721492,1261866
1732983,1720338,1262404
1731852,1718630,1263264
1732181,1718433,1262386
1732100,1717869,1263851
1732105,1717374,1264648
1731800,1717331,1265018
1731365,1717025,1265005
1731232,1716808,1265546
1731156,1716701,1266950
1730978,1716197,1267888
1730859,1716100,1267989
1730798,1715874,1268531
1730623,1715339,1268731
1730308,1715460,1268754
1730345,1715408,1269806
1730337,1715367,1270126
1730449,1715404,1271053
1730202,1715420,1270900
1730288,1715328,1271019
1730081,1715600,1271835
1730019,1715797,1272497
1729677,1716347,1271832
1729455,1716673,1271812
1729455,1717061,1272364
1729230,1717013,1273415
1729465,1717231,1273880
1729475,1717189,1273233
1729607,1717483,1273378
1729541,1717446,1273924
1729377,1717733,1273432
1729415,1718224,1274014
1729330,1718128,1275368
1729235,1718273,1274460
1729371,1718258,1275928
1729362,1717956,1276367
1728856,1717647,1276305
1729094,1718008,1276399
1729298,1718303,1276942
1729731,1718311,1276665
1729800,1718732,1276714
1729923,1719187,1277586
1729755,1719595,1277969
1729794,1720559,1278154
1730215,1721280,1279054
1730014,1722147,1279646
1729893,1722590,1279701
1729893,1722857,1280058
1729821,1722942,1279869
1730126,1723383,1279544
1730015,1723458,1278297
1730222,1723787,1276915
1730381,1723612,1275740
1730565,1724309,1274000
1730549,1725053,1269902
1731137,1724475,1267639
1731090,1724919,1266030
1731306,1725554,1265238
1731676,1727463,1264075
1732112,1728535,1263439
1732083,1730073,1263044
1732420,1730346,1263088
1732523,1730942,1263485
1732736,1731290,1263167
1732567,1731636,1263012
1732538,1731142,1263424
1732617,1730910,1263555
1732450,1730223,1264469
1732410,1729703,1263877
1732285,1728614,1264200
1731778,1727532,1264086
1731240,1726378,1264205
1730884,1725158,1264041
1730483,1722813,1263764
1730175,1723019,1264201
1729919,1721981,1265003
1730143,1721846,1264485
1729798,1721687,1264553
1729381,1721425,1264577
1729292,1721497,1264153
1729192,1721043,1264051
1729241,1721044,1264609
1729066,1721337,1264342
1728675,1720587,1264538
1728805,1720802,1264657
1728639,1720667,1263839
1728718,1720906,1262835
1728793,1720742,1263389
1728846,1721179,1264639
1728859,1720617,1264715
1728713,1720740,1265208
1728672,1720387,1265273
1728482,1720634,1265320
1728183,1720809,1265141
1728183,1720657,1266300
1728044,1720566,1266359
1727850,1720474,1266819
1728170,1720491,1266742
1728025,1720449,1267424
1727938,1719935,1268146
1727850,1720107,1268587
1727840,1719860,1269097
1727740,1719419,1269320
1727860,1719296,1269928
1727920,1718057,1269365
1727908,1717759,1269849
1728252,1718213,1270412
1728372,1718595,1271335
1728222,1719071,1271079
1728577,1719423,1272063
1728304,1718950,1271913
1728649,1719209,1271572
1728695,1719546,1271734
1728290,1719936,1272900
1728420,1719818,1272190
1728820,1720029,1273241
1728859,1719767,1273448
1729198,1720389,1274023
1729099,1720158,1273858
1729174,1719911,1273996
1728977,1719893,1274370
1729497,1720332,1274480
1729408,1720336,1274822
1729913,1720897,1274980
1730239,1720887,1276003
1729885,1720879,1275944
1730186,1720921,1275532
1730369,1721234,1276532
1730453,1721357,1277326
1730341,1721641,1277605
1730341,1721433,1278231
1730051,1721619,1278742
1730244,1721682,1279484
1730428,1721682,1279009
1730764,1721936,1280150
1730566,1721746,1279820
1730817,1722191,1280004
1731068,1722701,1279701
1731283,1723030,1278565
1731239,1723206,1277526
1731509,1723557,1276929
1731353,1723026,1275176
1731216,1722831,1273409
1731103,1723011,1271543
1731269,1722855,1269769
1731366,1722810,1267270
1731477,1722920,1266508
1731178,1722700,1265922
1731411,1722278,1265299
1731032,1722229,1265953
1731190,1722129,1266335
1730811,1721751,1266133
1730500,1721942,1266509
1730500,1721365,1266004
1730310,1721234,1265515
1730207,1720953,1265289
1730276,1721051,1265924
1730348,1720763,1265037
1730360,1720702,1264225
1730002,1720617,1264423
1729769,1720661,1263541
1729558,1720806,1263714
1729648,1720930,1262642
1729794,1720701,1262660
1729671,1720915,1261564
1729463,1720754,1261337
1729267,1720750,1260766
1729403,1720984,1260564
1729495,1721321,1259541
1729935,1721579,1259394
1729684,1721523,1258295
1729421,1721559,1257997
1729497,1721521,1258107
1729390,1721669,1257201
1729433,1721966,1256816
1729111,1722423,1256709
1728954,1722346,1256858
1728954,1721795,1256489
1728684,1722314,1257205
1728972,1722310,1257458
1729033,1722393,1258192
1729012,1722255,1259144
1728987,1722244,1258825
1729015,1722729,1258552
1728950,1722993,1258285
1729018,1723045,1257244
1729001,1723512,1255551
1729209,1723316,1255059
1729021,1723663,1255110
1728845,1723295,1254287
1728933,1723497,1251780
1729345,1723674,1250192
1729492,1723714,1249099
1729486,1723665,1247403
1729679,1724136,1246609
1729849,1724696,1245320
1729935,1724940,1244862
1729798,1725046,1243902
1729707,1725416,1243239
1729575,1725630,1241525
1729575,1725799,1241520
1729754,1725439,1240762
1729789,1726322,1240781
1729761,1726838,1239683
1730042,1726986,1238573
1730124,1726932,1237251
1730328,1727693,1236976
1730438,1728436,1235864
1730492,1728691,1235185
1730770,1729128,1234978
1730902,1729121,1234875
1730873,1728982,1233964
1730820,1729356,1234053
1731012,1729599,1234284
1731407,1729687,1233905
1731730,1730183,1233865
1731728,1730364,1234583
1731993,1730537,1234326
1731912,1730833,1235118
1732111,1731477,1235424
1732195,1731653,1235081
1731991,1732096,1234970
1731991,1731960,1235361
1732069,1731891,1234864
1732337,1731735,1234228
1732511,1731828,1233323
1732791,1731716,1232091
1732808,1731491,1228714
1732756,1731630,1227862
1732631,1732094,1224804
1732655,1732302,1222524
1733006,1731924,1220143
1732785,1732494,1218661
1732884,1732255,1217448
1732419,1732167,1216444
1732472,1732379,1214752
1732322,1732602,1214630
1732421,1732165,1214559
1732502,1732097,1213885
1732405,1731682,1214272
1732259,1731489,1214023
1732114,1731475,1213787
1732060,1731472,1213635
1731859,1731179,1214135
1731545,1731384,1213612
1731545,1731161,1213131
1731506,1730928,1213401
1731423,1730672,1214112
1731449,1730907,1214211
1731291,1730227,1214809
1730964,1730275,1214684
1731015,1730291,1215783
1730688,1730484,1215909
1730853,1730516,1215885
1730729,1730143,1215047
1730712,1730379,1215114
1730620,1729934,1214869
1730606,1730063,1214340
1730484,1729883,1213453
1730668,1730389,1213156
1730678,1730404,1212370
1730700,1730855,1212235
1730586,1730773,1212106
1730451,1731542,1212541
1730554,1731734,1212984
1730538,1732621,1213888
1730071,1732812,1214596
1730071,1733035,1215918
1729893,1732342,1216631
1730172,1732614,1218099
1730162,1732903,1218951
1730023,1732941,1219429
1730180,1732704,1219612
1729829,1733147,1220727
1730095,1733595,1221543
1730140,1733547,1222874
1730151,1733540,1222703
1730028,1733485,1222598
1730023,1733538,1224145
1730068,1733550,1224497
1730256,1734309,1225822
1730488,1734263,1225728
1730690,1734721,1226767
1730596,1734484,1226560
1730663,1734352,1226771
1730490,1734218,1226824
1730747,1734550,1227298
1730852,1734598,1227244
1730732,1735046,1227563
1730732,1734806,1227282
1730263,1735054,1227465
1730603,1735022,1227316
1730605,1735591,1228232
1730723,1735719,1228849
1730510,1735382,1229246
1730857,1735377,1229160
1730936,1735581,1229442
1731201,1736235,1230357
1731067,1736527,1230928
1731552,1736474,1230625
1731502,1736234,1231061
1731671,1736310,1231134
1732125,1735930,1231859
1732007,1735076,1230754
1732300,1734925,1229257
1732331,1734710,1227835
1732040,1733845,1224858
1731780,1733431,1223374
1731832,1733090,1220501
1731504,1732738,1218775
1731313,1732569,1217100
1730509,1731644,1215075
1730685,1731276,1214088
1730351,1731678,1213887
1730022,1731234,1213021
1729456,1730792,1213052
1729342,1730475,1212212
1729142,1729859,1212909
1729110,1729783,1212081
1728604,1729357,1212633
1728552,1728630,1211046
1728417,1727834,1211205
1728430,1727398,1210716
1728209,1726990,1211649
1728110,1725915,1211559
1727717,1725183,1212465
1727820,1724829,1212962
1727427,1724533,1213059
1727744,1724090,1214072
1727612,1723666,1214890
1727599,1723151,1215398
1727445,1722960,1215086
1727497,1723145,1216167
1727287,1723084,1216300
1727144,1723394,1216262
1726773,1723527,1217030
1726773,1723383,1217470
1726691,1723305,1216733
1726753,1723603,1217048
1726833,1723776,1216568
1726744,1724114,1216841
1726882,1724384,1216442
1726797,1725016,1217146
1726958,1725253,1216816
1726709,1725493,1217464
1726872,1725356,1217562
1727169,1725237,1217473
1726934,1724850,1217174
1726932,1725260,1219021
1727040,1725346,1219503
1727312,1725289,1219521
1727375,1725305,1220390
1727457,1725466,1220203
1727472,1725230,1221065
1727368,1725102,1220683
1727660,1725558,1221614
1727501,1726319,1223096
1727276,1726347,1223881
1727276,1726565,1224923
1727483,1726626,1226116
1727121,1726572,1227743
1727576,1726976,1228777
1727767,1726731,1229126
1727977,1726624,1228938
1728177,1727325,1230400
1728107,1727931,1231690
1728344,1728042,1231743
1728484,1728813,1231856
1728577,1728621,1232732
1728519,1728744,1233641
1728801,1728965,1234127
1728898,1729327,1235830
1729060,1729085,1235997
1729329,1729431,1235686
1729599,1729371,1237033
1729470,1729195,1237022
1729572,1729057,1237449
1729994,1729171,1237046
1729565,1729272,1236070
1729625,1729725,1234727
1729523,1729353,1233246
1729523,1729490,1232042
1729839,1729173,1230148
1730094,1729425,1228272
1730023,1728975,1226661
1730017,1728527,1225749
1729960,1727603,1224749
1729816,1727068,1224432
1729491,1726856,1225686
1729345,1725835,1225926
1729174,1725818,1225256
1729162,1724774,1225761
1728938,1724487,1226767
1728604,1724187,1226821
1728463,1724132,1227044
1728440,1724044,1226779
1728463,1723971,1226947
1728291,1723680,1227487
1728306,1723319,1227690
1727952,1722852,1228093
1727722,1723333,1228922
1727413,1723214,1229132
1727077,1723272,1228714
1726932,1723273,1228904
1726932,1723467,1229468
1726905,1723179,1230378
1726747,1723521,1230079
1726842,1723304,1230473
1726859,1723316,1229019
1726497,1723323,1229152
1726249,1723385,1229019
1726090,1723673,1228487
1725998,1723869,1228500
1726048,1724009,1228370
1725781,1723397,1229587
1725678,1723443,1230539
1725566,1723548,1231410
1725520,1723817,1232152
1725786,1723376,1232814
1725740,1723498,1233590
1725446,1723282,1233575
1725402,1723576,1234540
1725430,1723673,1235176
1725429,1724329,1236018
1725138,1724344,1236692
1724988,1724798,1236884
1724988,1724455,1237854
1724936,1724377,1239432
1724884,1723748,1240445
1724895,1723391,1239650
1724992,1722897,1240815
1725265,1723041,1241677
1724880,1722653,1242326
1724498,1722638,1242805
1724481,1722546,1243700
1724707,1722848,1244375
1724583,1722432,1244593
1724529,1722684,1245574
1724599,1722528,1246007
1724535,1722913,1246434
1724291,1723024,1247664
1724486,1723284,1247348
1724812,1724076,1247911
1724896,1723949,1249507
1724474,1723965,1250585
1724853,1724698,1250908
