GREEN,RED,IR
1397743,1451387,1870476
1398203,1451746,1870947
1398044,1452040,1871210
1398091,1452489,1870277
1398225,1452388,1869989
1398263,1452626,1870539
1398354,1453077,1870744
1398604,1453739,1869913
1398943,1454237,1870913
1399159,1454829,1868867
1399363,1455505,1870546
1399141,1455998,1871748
1399367,1456825,1871266
1399609,1457094,1870617
1399483,1457592,1869368
1399503,1457990,1870735
1399503,1458150,1870901
1399787,1457958,1870973
1399806,1458035,1871098
1400031,1457633,1870668
1400370,1457404,1870456
1400653,1457342,1869424
1400600,1457654,1869833
1400529,1457828,1871000
1400757,1458049,1870906
1400814,1458273,1871595
1401073,1458786,1869737
1401328,1459226,1870899
1401329,1459187,1868884
1401458,1459529,1871350
1401584,1459669,1870702
1401762,1459913,1871595
1401948,1460209,1871505
1402177,1459958,1872264
1402312,1459773,1872947
1402511,1459785,1871357
1402537,1459890,1870529
1402800,1459897,1871410
1402631,1460149,1870084
1402402,1460055,1871662
1402402,1460152,1871132
1402482,1459839,1871382
1402596,1459828,1873318
1402607,1459763,1870972
1402624,1459285,1871714
1402623,1458758,1871429
1402653,1458805,1870830
1402272,1458840,1872322
1402424,1458814,1872195
1402430,1458843,1872886
1402514,1458149,1871742
1402126,1458051,1872295
1402127,1458326,1873065
1402007,1458554,1872504
1402086,1458738,1871293
1402042,1458926,1871970
1401958,1459000,1870392
1402101,1458880,1871791
1401867,1459431,1871757
1401846,1459551,1871995
1401724,1460269,1871742
1401509,1460550,1872347
1401453,1460674,1872316
1401453,1460775,1872658
1401622,1461192,1872716
1401717,1461253,1872025
1401521,1461181,1871699
1401666,1460765,1872869
1401459,1460392,1872526
1401399,1460229,1873072
1401402,1459893,1873087
1401285,1459691,1871419
1401114,1459665,1872415
1401277,1459336,1873426
1400990,1459211,1873269
1401136,1459562,1873491
1401208,1459665,1873528
1401363,1460014,1874426
1401193,1460061,1873805
1401429,1460162,1874160
1401082,1460336,1874428
1401010,1460959,1873686
1401240,1461042,1874203
1401147,1461298,1874846
1400750,1461440,1874234
1400750,1461581,1875480
1400950,1461489,1875452
1400691,1461527,1873573
1401027,1461757,1874422
1400945,1461407,1876445
1401002,1461399,1876361
1400848,1461782,1874050
1401013,1462274,1875736
1400851,1462742,1874298
1401126,1463224,1874400
1401038,1463455,1875852
1401070,1463357,1874979
1400994,1463789,1874202
1400916,1464078,1873480
1401174,1464518,1873550
1401511,1465158,1874813
1401407,1465673,1875656
1401407,1466233,1873574
1401559,1467133,1872032
1401585,1467952,1873524
1401705,1469115,1873911
1401780,1470579,1873369
1401570,1471839,1874807
1401570,1473083,1875180
1401550,1474544,1874857
1401921,1475870,1874222
1402154,1476876,1873692
1401897,1477733,1873914
1402150,1478273,1873483
1402194,1478928,1875900
1402335,1479203,1874749
1402299,1479644,1874679
1402680,1479689,1874298
1402678,1479696,1874990
1402738,1479580,1874921
1402741,1480037,1875333
1403038,1480005,1874208
1402684,1480362,1874354
1403302,1480373,1875592
1403462,1480345,1873679
1403712,1480223,1875263
1403719,1480417,1876097
1403836,1480262,1875011
1403820,1480496,1874890
1403918,1480568,1874781
1403918,1480188,1873987
1403777,1479916,1874910
1403863,1479901,1874572
1403884,1479661,1874981
1404131,1479626,1874636
1404200,1479619,1875071
1404309,1479248,1875842
1404495,1479382,1874753
1404311,1478923,1876837
1404295,1478715,1876230
1404398,1478473,1875921
1403780,1478148,1876473
1403943,1477796,1873907
1404186,1477923,1874834
1404266,1478297,1874947
1404654,1478395,1875685
1404354,1478436,1875196
1404580,1478404,1876014
1404597,1478285,1875836
1404420,1478429,1874431
1404499,1478320,1875213
1403576,1478193,1875060
1403705,1477619,1874472
1403705,1477290,1874785
1403540,1476087,1874135
1403769,1475368,1875278
1403828,1475099,1878277
1403512,1474654,1876405
1403480,1474562,1875135
1403613,1474393,1876304
1403152,1474541,1874593
1403460,1474629,1876462
1403528,1474605,1875465
1403640,1474477,1875944
1403348,1474090,1875444
1403164,1473947,1875788
1403396,1473896,1878137
1403563,1473668,1876568
1403596,1473426,1876277
1403536,1473450,1876400
1402943,1472672,1875139
1403184,1472630,1876338
1403387,1472355,1874605
1403318,1472412,1876080
1402981,1472415,1876407
1402981,1472263,1876836
1402948,1472172,1875473
1403058,1472534,1875282
1402995,1472736,1874220
1403177,1472581,1875128
1402985,1472433,1875358
1402864,1472639,1875005
1403032,1472952,1876356
1402991,1472764,1875093
1402990,1472512,1876265
1402743,1472065,1875675
1402883,1471291,1875670
1402775,1471336,1876767
1402810,1471157,1876760
1402148,1471028,1877374
1402891,1471165,1876866
1403017,1471284,1878285
1403082,1471145,1877126
1402828,1471305,1876127
1402999,1471287,1874944
1403192,1471521,1874909
1402978,1471777,1875160
1402978,1471661,1875154
1402855,1471863,1878270
1402768,1471643,1875331
1402379,1471754,1875718
1402849,1471664,1874393
1402992,1471288,1874681
1402954,1471310,1872951
1402947,1471269,1872776
1402856,1471429,1871633
1402997,1471697,1873430
1403077,1471990,1872472
1402947,1471624,1876299
1402819,1470737,1873846
1403085,1471414,1872753
1403104,1471444,1872908
1403212,1471507,1871883
1403271,1471107,1870529
1403191,1470562,1871656
1403141,1470006,1870768
1403329,1469997,1871151
1403434,1469530,1871659
1403293,1469729,1871480
1403043,1469849,1871411
1403043,1469700,1870511
