Initializing AFE4404...
Initialized Success!
PD3:1157738
PD3:1157920
PD3:1158570
PD3:1158570
PD3:1159098
PD3:1158477
PD3:1158057
PD3:1158019
PD3:1157449
PD3:1156967
PD3:1156452
PD3:1155492
PD3:1154962
PD3:1154689
PD3:1155057
PD3:1154920
PD3:1154520
PD3:1154312
PD3:1154483
PD3:1154751
PD3:1155178
PD3:1155533
PD3:1155947
PD3:1156432
PD3:1156630
PD3:1156718
PD3:1157321
PD3:1157960
PD3:1157787
PD3:1158191
PD3:1158256
PD3:1158794
PD3:1159968
PD3:1161651
PD3:1162497
PD3:1162399
PD3:1162301
PD3:1162216
PD3:1162396
PD3:1163295
PD3:1164765
PD3:1165560
PD3:1165252
PD3:1164636
PD3:1163772
PD3:1163119
PD3:1162982
PD3:1163070
PD3:1164175
PD3:1164817
PD3:1165847
PD3:1166946
PD3:1168095
PD3:1168726
PD3:1168573
PD3:1168445
PD3:1168378
PD3:1168517
PD3:1168537
PD3:1168522
PD3:1169060
PD3:1169039
PD3:1169043
PD3:1169134
PD3:1169713
PD3:1169387
PD3:1168732
PD3:1167291
PD3:1165613
PD3:1164264
PD3:1163255
PD3:1162653
PD3:1162226
PD3:1161384
PD3:1161316
PD3:1161088
PD3:1160837
PD3:1160676
PD3:1160752
PD3:1160587
PD3:1160852
PD3:1162169
PD3:1163204
PD3:1162499
PD3:1161837
PD3:1160834
PD3:1159800
PD3:1159375
PD3:1159286
PD3:1159909
PD3:1161006
PD3:1160996
PD3:1160116
PD3:1158313
PD3:1158216
PD3:1159014
PD3:1159806
PD3:1161075
PD3:1162182
PD3:1162760
PD3:1162434
PD3:1161527
PD3:1161652
PD3:1162482
PD3:1164085
PD3:1165448
PD3:1166602
PD3:1166601
PD3:1164875
PD3:1163767
PD3:1163501
PD3:1163117
PD3:1162982
PD3:1163715
PD3:1164389
PD3:1164600
PD3:1163010
PD3:1161946
PD3:1160782
PD3:1160749
PD3:1160891
PD3:1160694
PD3:1161431
PD3:1161708
PD3:1161537
PD3:1161164
PD3:1161362
PD3:1162426
PD3:1163043
PD3:1163140
PD3:1163861
PD3:1164885
PD3:1165370
PD3:1165924
PD3:1167387
PD3:1168843
PD3:1169829
PD3:1170414
PD3:1170013
PD3:1169076
PD3:1168407
PD3:1168552
PD3:1168778
PD3:1169619
PD3:1170344
PD3:1170977
PD3:1171363
PD3:1172215
PD3:1173169
PD3:1174101
PD3:1174170
PD3:1174055
PD3:1174248
PD3:1174995
PD3:1176246
PD3:1177644
PD3:1178053
PD3:1178072
PD3:1178106
PD3:1177625
PD3:1175734
PD3:1174600
PD3:1173001
PD3:1170722
PD3:1168742
PD3:1167298
PD3:1166591
PD3:1166616
PD3:1166435
PD3:1166179
PD3:1166018
PD3:1166040
PD3:1166309
PD3:1165659
PD3:1164563
PD3:1163626
PD3:1163836
PD3:1164145
PD3:1163984
PD3:1163130
PD3:1162730
PD3:1162147
PD3:1161350
PD3:1161163
PD3:1161724
PD3:1161491
PD3:1161143
PD3:1160768
PD3:1159544
PD3:1158175
PD3:1156701
PD3:1156312
PD3:1156504
PD3:1156737
PD3:1156630
PD3:1156678
PD3:1157049
PD3:1156924
PD3:1156219
PD3:1156253
PD3:1155545
PD3:1154094
PD3:1152573
PD3:1151173
PD3:1151246
PD3:1152839
PD3:1153979
PD3:1154841
PD3:1155277
PD3:1154998
PD3:1154607
PD3:1154420
PD3:1154558
PD3:1154774
PD3:1155421
PD3:1156715
PD3:1157590
PD3:1158483
PD3:1159586
PD3:1160517
PD3:1160770
PD3:1160040
PD3:1159594
PD3:1159443
PD3:1159221
PD3:1159348
PD3:1159564
PD3:1159632
PD3:1159557
PD3:1159898
PD3:1159673
PD3:1159740
PD3:1159623
PD3:1159180
PD3:1158101
PD3:1157453
PD3:1157085
PD3:1157055
PD3:1156405
PD3:1155506
PD3:1154461
PD3:1153603
PD3:1153231
PD3:1153178
PD3:1153446
PD3:1152551
PD3:1151259
PD3:1150019
PD3:1148810
PD3:1147967
PD3:1147189
PD3:1147849
PD3:1148235
PD3:1148876
PD3:1149351
PD3:1150093
PD3:1150235
PD3:1149901
PD3:1149376
PD3:1149106
PD3:1148965
PD3:1148762
PD3:1148658
PD3:1148896
PD3:1149032
PD3:1149881
PD3:1151169
PD3:1152085
PD3:1152592
PD3:1151631
PD3:1149802
PD3:1148690
PD3:1148716
PD3:1149411
PD3:1150125
PD3:1150491
PD3:1150598
PD3:1150432
PD3:1150507
PD3:1150990
PD3:1151378
PD3:1151970
PD3:1152351
PD3:1152889
PD3:1153805
PD3:1154528
PD3:1154833
PD3:1154586
PD3:1155075
PD3:1154924
PD3:1154279
PD3:1154129
PD3:1154640
PD3:1154893
PD3:1155461
PD3:1155852
PD3:1155350
PD3:1154780
PD3:1154544
PD3:1154479
PD3:1154600
PD3:1154936
PD3:1155321
PD3:1155453
PD3:1156145
PD3:1157087
PD3:1158234
PD3:1158842
PD3:1158840
PD3:1159999
PD3:1161182
PD3:1162183
PD3:1162152
PD3:1162388
PD3:1163193
PD3:1164394
PD3:1165899
PD3:1166417
PD3:1166588
PD3:1166966
PD3:1167410
PD3:1167954
PD3:1168850
PD3:1169730
PD3:1170288
PD3:1170885
PD3:1171983
PD3:1173215
PD3:1174704
PD3:1176101
PD3:1177657
PD3:1179851
PD3:1181549
PD3:1183525
PD3:1183137
PD3:1182042
PD3:1181089
PD3:1179856
PD3:1178675
PD3:1176883
PD3:1175706
PD3:1174794
PD3:1173263
PD3:1172176
PD3:1171218
PD3:1171071
PD3:1171286
PD3:1171787
PD3:1172415
PD3:1172689
PD3:1173578
PD3:1173723
PD3:1172165
PD3:1170474
PD3:1169281
PD3:1168296
PD3:1166297
PD3:1163860
PD3:1161023
PD3:1159747
PD3:1158903
PD3:1158291
PD3:1156903
PD3:1156092
PD3:1155667
PD3:1154595
PD3:1153595
PD3:1153004
PD3:1153221
PD3:1153100
PD3:1152440
PD3:1151982
PD3:1151875
PD3:1152965
PD3:1156967
PD3:1155459
PD3:1153391
PD3:1153917
PD3:1153641
PD3:1152546
PD3:1152374
PD3:1151972
PD3:1151831
PD3:1152117
PD3:1152983
PD3:1153940
PD3:1155970
PD3:1156951
PD3:1157796
PD3:1158079
PD3:1157978
PD3:1157428
PD3:1157252
PD3:1157182
PD3:1157233
PD3:1157744
PD3:1158347
PD3:1159228
PD3:1159647
PD3:1160185
PD3:1160321
PD3:1161058
PD3:1162076
PD3:1162823
PD3:1163589
PD3:1163575
PD3:1163046
PD3:1163215
PD3:1163802
PD3:1163655
PD3:1162960
PD3:1162958
PD3:1162860
PD3:1162760
PD3:1162239
PD3:1161348
PD3:1160780
PD3:1159410
PD3:1158524
PD3:1158480
PD3:1158102
PD3:1157898
PD3:1157876
PD3:1157105
PD3:1156291
PD3:1155092
PD3:1154419
PD3:1154704
PD3:1155000
PD3:1156277
PD3:1155815
PD3:1155349
PD3:1154480
PD3:1153648
PD3:1153305
PD3:1153728
PD3:1154265
PD3:1154607
PD3:1154469
PD3:1154216
PD3:1154342
PD3:1154317
PD3:1154186
PD3:1154429
PD3:1154631
PD3:1154831
PD3:1154485
PD3:1154575
PD3:1154927
PD3:1155984
PD3:1156472
PD3:1156641
PD3:1156325
PD3:1156480
PD3:1156872
PD3:1157598
PD3:1158630
PD3:1159608
PD3:1160973
PD3:1162222
PD3:1163462
PD3:1164833
PD3:1166855
PD3:1168777
PD3:1169886
PD3:1170309
PD3:1169673
PD3:1168896
PD3:1168227
PD3:1167492
PD3:1166949
PD3:1166507
PD3:1166891
PD3:1167120
PD3:1167822
PD3:1167408
PD3:1166863
PD3:1165359
PD3:1164267
PD3:1163342
PD3:1162495
PD3:1162213
PD3:1162521
PD3:1162482
PD3:1162881
PD3:1162629
PD3:1162592
PD3:1162522
PD3:1163032
PD3:1164513
PD3:1166351
PD3:1168548
PD3:1169457
PD3:1168153
PD3:1166710
PD3:1165840
PD3:1164866
PD3:1164603
PD3:1165022
PD3:1164793
PD3:1165000
PD3:1164982
PD3:1164860
PD3:1164665
PD3:1164963
PD3:1165048
PD3:1164969
PD3:1165049
PD3:1165252
PD3:1165479
PD3:1165474
PD3:1165543
PD3:1166282
PD3:1167479
PD3:1167926
PD3:1167162
PD3:1166300
PD3:1166077
PD3:1166846
PD3:1167113
PD3:1165783
PD3:1164535
PD3:1162689
PD3:1162128
PD3:1162054
PD3:1162386
PD3:1163282
PD3:1163657
PD3:1163827
PD3:1164482
PD3:1164037
PD3:1163553
PD3:1162269
PD3:1161761
PD3:1161178
PD3:1161044
PD3:1160898
PD3:1160875
PD3:1160990
PD3:1161428
PD3:1161351
PD3:1160664
PD3:1160090
PD3:1160053
PD3:1160468
PD3:1160628
PD3:1161348
PD3:1161628
PD3:1161731
PD3:1161327
PD3:1160528
PD3:1159469
PD3:1158212
PD3:1157006
PD3:1156094
PD3:1155084
PD3:1154039
PD3:1153307
PD3:1151835
PD3:1150050
PD3:1148599
PD3:1147597
PD3:1146450
PD3:1146557
PD3:1147505
PD3:1147952
PD3:1147565
PD3:1146710
PD3:1146799
PD3:1147143
PD3:1148050
PD3:1149214
PD3:1150601
PD3:1151298
PD3:1151906
PD3:1151793
PD3:1151639
PD3:1151375
PD3:1151413
PD3:1151281
PD3:1152166
PD3:1153121
PD3:1153750
PD3:1153915
PD3:1154370
PD3:1154120
PD3:1153437
PD3:1152050
PD3:1152050
PD3:1151980
PD3:1152136
PD3:1152603
PD3:1152991
PD3:1153514
PD3:1153512
PD3:1153074
PD3:1152564
PD3:1152486
PD3:1152720
PD3:1153430
PD3:1153671
PD3:1154131
PD3:1155071
PD3:1156705
PD3:1157384
PD3:1157147
PD3:1156800
PD3:1156470
PD3:1156049
PD3:1155747
PD3:1155857
PD3:1156919
PD3:1157769
PD3:1158516
PD3:1158330
PD3:1157722
PD3:1156756
PD3:1156156
PD3:1156286
PD3:1156544
PD3:1156860
PD3:1156888
PD3:1156366
PD3:1155962
PD3:1155399
PD3:1154759
PD3:1153638
PD3:1152907
PD3:1152389
PD3:1152540
PD3:1152432
PD3:1151853
PD3:1151081
PD3:1150217
PD3:1149836
PD3:1150636
PD3:1151331
PD3:1152131
PD3:1152719
PD3:1152844
PD3:1152680
PD3:1152268
PD3:1151654
PD3:1151603
PD3:1151537
PD3:1150774
PD3:1149816
PD3:1149706
PD3:1150170
PD3:1150555
PD3:1150904
PD3:1151243
PD3:1151329
PD3:1150565
PD3:1149736
PD3:1149522
PD3:1148849
PD3:1148324
PD3:1148111
PD3:1148180
PD3:1148291
PD3:1148460
PD3:1147910
PD3:1147160
PD3:1146353
PD3:1146182
PD3:1145747
PD3:1145399
PD3:1144872
PD3:1144217
PD3:1143416
PD3:1143417
PD3:1143173
PD3:1142403
PD3:1141964
PD3:1142363
PD3:1142833
PD3:1142355
PD3:1142061
PD3:1141715
PD3:1141364
PD3:1141135
PD3:1141244
PD3:1141031
PD3:1140059
PD3:1139050
PD3:1138603
PD3:1138534
PD3:1138559
PD3:1138653
PD3:1137823
PD3:1136983
PD3:1137235
PD3:1137686
PD3:1138402
PD3:1138703
PD3:1139470
PD3:1139840
PD3:1140736
PD3:1143422
PD3:1143422
PD3:1144171
PD3:1145022
PD3:1145614
PD3:1145722
PD3:1145368
PD3:1145018
PD3:1144835
PD3:1144000
PD3:1143035
PD3:1141883
PD3:1140569
PD3:1139515
PD3:1139631
PD3:1140730
PD3:1142417
PD3:1144308
PD3:1146002
PD3:1146928
PD3:1147851
PD3:1148391
PD3:1147834
PD3:1148069
PD3:1147710
PD3:1147450
PD3:1147370
PD3:1146843
PD3:1146658
PD3:1146869
PD3:1146488
PD3:1145777
PD3:1146096
PD3:1146631
PD3:1146917
PD3:1147154
PD3:1146962
PD3:1146755
PD3:1146610
PD3:1146656
PD3:1146799
PD3:1146841
PD3:1146678
PD3:1146625
PD3:1146996
PD3:1147601
PD3:1149100
PD3:1150248
PD3:1151556
PD3:1153209
PD3:1154744
PD3:1155157
PD3:1154599
PD3:1154239
PD3:1153848
PD3:1153309
PD3:1152837
PD3:1152808
PD3:1153174
PD3:1153728
PD3:1153585
PD3:1153371
PD3:1152998
PD3:1152655
PD3:1152806
PD3:1152365
PD3:1151818
PD3:1151483
PD3:1151351
PD3:1152091
PD3:1152242
PD3:1151886
PD3:1151725
PD3:1151896
PD3:1152254
PD3:1152228
PD3:1153147
PD3:1153909
PD3:1154302
PD3:1154742
PD3:1154234
PD3:1153626
PD3:1152952
PD3:1152882
PD3:1153237
PD3:1153567
PD3:1154079
PD3:1155201
PD3:1156004
PD3:1157724
PD3:1160960
PD3:1161320
PD3:1160781
PD3:1159855
PD3:1159551
PD3:1159314
PD3:1159710
PD3:1159749
PD3:1159898
PD3:1160106
PD3:1160790
PD3:1161207
PD3:1161437
PD3:1161378
PD3:1161509
PD3:1161771
PD3:1161799
PD3:1161469
PD3:1160587
PD3:1159996
PD3:1160401
PD3:1161263
PD3:1161469
PD3:1162042
PD3:1162598
PD3:1163324
PD3:1164320
PD3:1165445
PD3:1166383
PD3:1167638
PD3:1168189
PD3:1167901
PD3:1167570
PD3:1167510
PD3:1167259
PD3:1167358
PD3:1167344
PD3:1168066
PD3:1168617
PD3:1169152
PD3:1169995
PD3:1170798
PD3:1170081
PD3:1169742
PD3:1168719
PD3:1167792
PD3:1167249
PD3:1168013
PD3:1168197
PD3:1168639
PD3:1169055
PD3:1169935
PD3:1171016
PD3:1172658
PD3:1174245
PD3:1176352
PD3:1177934
PD3:1178271
PD3:1177687
PD3:1177501
PD3:1177374
PD3:1177222
PD3:1177223
PD3:1177162
PD3:1176905
PD3:1177344
PD3:1177449
PD3:1177711
PD3:1177233
PD3:1176633
PD3:1175962
PD3:1175466
PD3:1175490
PD3:1175737
PD3:1175787
PD3:1175351
PD3:1175104
PD3:1174356
PD3:1173834
PD3:1173132
PD3:1172887
PD3:1172535
PD3:1172255
PD3:1172297
PD3:1171754
PD3:1172047
PD3:1171729
PD3:1172040
PD3:1172706
PD3:1172882
PD3:1172426
PD3:1171882
PD3:1171758
PD3:1171283
PD3:1171018
PD3:1170974
PD3:1171141
PD3:1171360
PD3:1171909
PD3:1171827
PD3:1170955
PD3:1170548
PD3:1170393
PD3:1170530
PD3:1170291
PD3:1170754
PD3:1171180
PD3:1171143
PD3:1170013
PD3:1169167
PD3:1168202
PD3:1168201
PD3:1167906
PD3:1168335
PD3:1168173
PD3:1168376
PD3:1167713
PD3:1167572
PD3:1167169
PD3:1167132
PD3:1167531
PD3:1167833
PD3:1168207
PD3:1168699
PD3:1168939
PD3:1170022
PD3:1170047
PD3:1169606
PD3:1168853
PD3:1168939
PD3:1169205
PD3:1169035
PD3:1168576
PD3:1168478
PD3:1168776
PD3:1168979
PD3:1169304
PD3:1169372
PD3:1169308
PD3:1168556
PD3:1168252
PD3:1168178
PD3:1168195
PD3:1168215
PD3:1167817
PD3:1167922
PD3:1167805
PD3:1167763
PD3:1167928
PD3:1167395
PD3:1166944
PD3:1167233
PD3:1168126
PD3:1168730
PD3:1168689
PD3:1168571
PD3:1168031
PD3:1167558
PD3:1167429
PD3:1167718
PD3:1168661
PD3:1168938
PD3:1169516
PD3:1170035
PD3:1170211
PD3:1170354
PD3:1170525
PD3:1170496
PD3:1170522
PD3:1170592
PD3:1170903
PD3:1170875
PD3:1170564
PD3:1170022
PD3:1169663
PD3:1169575
PD3:1169600
PD3:1169929
PD3:1170363
PD3:1171185
PD3:1171357
PD3:1170546
PD3:1169962
PD3:1169879
PD3:1169267
PD3:1169090
PD3:1169097
PD3:1169371
PD3:1169057
PD3:1168987
PD3:1168464
PD3:1168055
PD3:1168193
PD3:1168836
PD3:1168491
PD3:1168489
PD3:1168770
PD3:1169051
PD3:1169187
PD3:1169162
PD3:1169466
PD3:1170359
PD3:1171261
PD3:1173448
PD3:1174165
PD3:1175501
PD3:1175802
PD3:1176125
PD3:1176299
PD3:1176402
PD3:1176221
PD3:1175890
PD3:1175310
PD3:1174814
PD3:1174468
PD3:1174216
PD3:1175000
PD3:1175005
PD3:1175151
PD3:1175177
PD3:1176039
PD3:1176456
PD3:1176016
PD3:1175788
PD3:1175222
PD3:1174795
PD3:1174413
PD3:1174961
PD3:1175565
PD3:1176138
PD3:1176862
PD3:1177234
PD3:1177167
PD3:1176912
PD3:1176665
PD3:1175612
PD3:1174660
PD3:1174042
PD3:1174210
PD3:1173844
PD3:1173254
PD3:1173175
PD3:1173508
PD3:1173041
PD3:1172429
PD3:1172152
PD3:1172335
PD3:1172530
PD3:1172665
PD3:1170804
PD3:1170330
PD3:1169680
PD3:1169011
PD3:1168851
PD3:1169302
PD3:1169652
PD3:1169688
PD3:1169230
PD3:1168878
PD3:1168841
PD3:1168555
PD3:1168422
PD3:1168098
