Device connected: 51:d1:fb:c1:55:16
PD3:1179780
PD3:1180243
PD3:1181596
PD3:1181749
PD3:1182449
PD3:1183275
PD3:1184366
PD3:1185900
PD3:1187482
PD3:1187536
PD3:1188137
PD3:1188139
PD3:1189894
PD3:1190795
PD3:1190392
PD3:1191710
PD3:1193062
PD3:1194222
PD3:1195062
PD3:1196446
PD3:1198256
PD3:1199913
PD3:1201764
PD3:1202311
PD3:1203916
PD3:1204266
PD3:1202835
PD3:1202285
PD3:1202375
PD3:1201764
PD3:1199116
PD3:1198534
PD3:1197559
PD3:1196435
PD3:1195554
PD3:1194500
PD3:1193895
PD3:1193308
PD3:1193468
PD3:1193245
PD3:1193881
PD3:1193040
PD3:1193872
PD3:1194006
PD3:1193440
PD3:1193119
PD3:1193073
PD3:1193050
PD3:1192641
PD3:1192109
PD3:1191939
PD3:1191127
PD3:1189776
PD3:1188892
PD3:1187033
PD3:1184802
PD3:1182412
PD3:1180169
PD3:1178611
PD3:1176695
PD3:1175370
PD3:1174246
PD3:1173009
PD3:1173599
PD3:1173629
PD3:1172614
PD3:1171372
PD3:1170216
PD3:1170615
PD3:1171827
PD3:1172080
PD3:1172349
PD3:1173321
PD3:1173464
PD3:1174388
PD3:1175498
PD3:1176502
PD3:1177310
PD3:1179020
PD3:1179104
PD3:1179925
PD3:1179351
PD3:1178734
PD3:1177582
PD3:1177029
PD3:1176986
PD3:1177211
PD3:1177538
PD3:1177537
PD3:1176466
PD3:1175891
PD3:1175193
PD3:1174340
PD3:1173712
PD3:1174188
PD3:1173747
PD3:1174655
PD3:1176822
PD3:1177421
PD3:1178417
PD3:1179638
PD3:1181557
PD3:1181912
PD3:1182708
PD3:1183089
PD3:1183540
PD3:1185147
PD3:1186567
PD3:1187681
PD3:1189233
PD3:1191309
PD3:1192725
PD3:1195125
PD3:1197037
PD3:1200182
PD3:1200770
PD3:1202899
PD3:1205271
PD3:1206955
PD3:1209187
PD3:1209663
PD3:1209454
PD3:1209918
PD3:1209868
PD3:1208571
PD3:1207868
PD3:1207002
PD3:1204921
PD3:1203095
PD3:1200292
PD3:1198379
PD3:1196425
PD3:1195587
PD3:1193801
PD3:1191889
PD3:1191399
PD3:1191240
PD3:1190195
PD3:1189672
PD3:1189252
PD3:1189792
PD3:1188876
PD3:1188235
PD3:1186981
PD3:1186140
PD3:1185538
PD3:1185834
PD3:1186380
PD3:1185797
PD3:1185217
PD3:1184787
PD3:1183426
PD3:1182138
PD3:1181003
PD3:1180287
PD3:1178423
PD3:1175496
PD3:1172881
PD3:1170869
PD3:1168437
PD3:1165137
PD3:1162568
PD3:1159845
PD3:1158402
PD3:1156166
PD3:1154275
PD3:1154176
PD3:1152913
PD3:1152583
PD3:1151914
PD3:1151338
PD3:1149971
PD3:1149568
PD3:1149096
PD3:1149539
PD3:1150826
PD3:1152478
PD3:1153931
PD3:1154681
PD3:1156055
PD3:1157717
PD3:1158801
PD3:1157953
PD3:1159271
PD3:1160466
PD3:1160892
PD3:1162339
PD3:1163589
PD3:1165194
PD3:1165645
PD3:1167044
PD3:1168028
PD3:1168818
PD3:1169120
PD3:1168868
PD3:1169527
PD3:1169895
PD3:1169834
PD3:1169597
PD3:1168545
PD3:1166611
PD3:1165169
PD3:1162417
PD3:1159908
PD3:1156783
PD3:1155443
PD3:1152795
PD3:1152019
PD3:1151059
PD3:1150317
PD3:1150673
PD3:1150452
PD3:1151214
PD3:1152266
PD3:1153547
PD3:1153948
PD3:1153743
PD3:1153524
PD3:1154801
PD3:1155579
PD3:1155926
PD3:1155438
PD3:1154326
PD3:1154906
PD3:1154327
PD3:1153990
PD3:1152183
PD3:1152032
PD3:1151360
PD3:1150183
PD3:1149599
PD3:1150790
PD3:1150175
PD3:1149143
PD3:1148830
PD3:1148386
PD3:1149033
PD3:1149538
PD3:1150076
PD3:1150956
PD3:1150884
PD3:1150918
PD3:1150960
PD3:1151042
PD3:1151625
PD3:1150867
PD3:1150316
PD3:1150992
PD3:1151867
PD3:1152859
PD3:1154079
PD3:1155649
PD3:1157823
PD3:1163165
PD3:1166189
PD3:1167567
PD3:1168761
PD3:1168978
PD3:1167759
PD3:1168749
PD3:1168077
PD3:1167391
PD3:1168243
PD3:1169125
PD3:1171718
PD3:1174751
PD3:1178143
PD3:1180217
PD3:1181112
PD3:1181444
PD3:1181613
PD3:1180279
PD3:1179206
PD3:1178302
PD3:1176372
PD3:1172517
PD3:1171159
PD3:1170173
PD3:1167896
PD3:1167440
PD3:1167205
PD3:1167668
PD3:1167550
PD3:1167455
PD3:1167784
PD3:1169287
PD3:1171567
PD3:1173158
PD3:1176084
PD3:1178704
PD3:1183449
PD3:1187398
PD3:1190843
PD3:1193967
PD3:1197562
PD3:1200084
PD3:1201799
PD3:1202296
PD3:1202983
PD3:1202224
PD3:1201669
PD3:1200883
PD3:1200531
PD3:1200698
PD3:1201254
PD3:1202039
PD3:1202365
PD3:1203173
PD3:1202896
PD3:1202593
PD3:1202223
PD3:1202301
PD3:1200261
PD3:1200515
PD3:1200073
PD3:1199617
PD3:1198626
PD3:1196886
PD3:1195910
PD3:1196143
PD3:1196995
PD3:1196516
PD3:1197787
PD3:1197898
PD3:1197161
PD3:1197176
PD3:1196732
PD3:1196463
PD3:1195677
PD3:1195411
PD3:1195155
PD3:1195740
PD3:1196162
PD3:1196733
PD3:1197851
PD3:1198700
PD3:1199895
PD3:1199626
PD3:1199628
PD3:1199388
PD3:1198555
PD3:1197634
PD3:1196790
PD3:1196392
PD3:1197407
PD3:1196419
PD3:1196101
PD3:1195810
PD3:1195854
PD3:1195953
PD3:1194599
PD3:1193156
PD3:1190787
PD3:1188002
PD3:1185234
PD3:1181751
PD3:1179481
PD3:1177731
PD3:1175720
PD3:1175283
PD3:1174525
PD3:1174419
PD3:1175156
PD3:1176385
PD3:1177890
PD3:1179445
PD3:1178777
PD3:1178565
PD3:1178005
PD3:1178229
PD3:1177607
PD3:1176623
PD3:1175885
PD3:1174679
PD3:1173191
PD3:1172215
PD3:1170579
PD3:1170121
PD3:1169543
PD3:1168993
PD3:1168168
PD3:1167107
PD3:1165690
PD3:1164199
PD3:1163407
PD3:1162819
PD3:1162350
PD3:1162130
PD3:1161497
PD3:1161680
PD3:1160975
PD3:1160350
PD3:1159919
PD3:1157872
PD3:1156776
PD3:1155428
PD3:1155193
PD3:1155028
PD3:1155721
PD3:1156950
PD3:1159362
PD3:1160123
PD3:1161936
PD3:1163154
PD3:1165249
PD3:1167624
PD3:1169984
PD3:1171733
PD3:1173961
PD3:1174247
PD3:1174371
PD3:1172594
PD3:1171784
PD3:1171488
PD3:1171689
PD3:1171296
PD3:1172561
PD3:1173736
PD3:1175403
PD3:1175731
PD3:1178596
PD3:1179160
PD3:1177478
PD3:1176904
PD3:1175344
PD3:1173459
PD3:1171240
PD3:1169951
PD3:1169056
PD3:1168655
PD3:1167935
PD3:1168539
PD3:1169091
PD3:1168960
PD3:1169853
PD3:1170056
PD3:1171884
PD3:1173166
PD3:1175230
PD3:1176619
PD3:1178543
PD3:1179394
PD3:1180634
PD3:1180005
PD3:1178683
PD3:1177149
PD3:1176452
PD3:1174982
PD3:1174211
PD3:1173117
PD3:1171277
PD3:1169835
PD3:1168803
PD3:1165912
PD3:1165628
PD3:1165071
PD3:1165090
PD3:1166712
PD3:1167714
PD3:1168238
PD3:1168875
PD3:1169655
PD3:1170770
PD3:1170840
PD3:1170202
PD3:1169911
PD3:1169153
PD3:1167879
PD3:1166619
PD3:1165365
PD3:1164418
PD3:1164247
PD3:1164404
PD3:1165882
PD3:1165911
PD3:1166433
PD3:1166484
PD3:1165263
PD3:1164313
PD3:1162712
PD3:1162010
PD3:1161529
PD3:1161129
PD3:1161039
PD3:1161534
PD3:1162310
PD3:1164150
PD3:1166670
PD3:1168937
PD3:1171213
PD3:1173957
PD3:1176701
PD3:1178716
PD3:1179585
PD3:1181642
PD3:1182534
PD3:1183426
PD3:1185630
PD3:1186236
PD3:1186916
PD3:1186885
PD3:1185970
PD3:1185728
PD3:1185493
PD3:1183800
PD3:1183547
PD3:1183382
PD3:1183810
PD3:1183981
PD3:1185614
PD3:1186150
PD3:1186130
PD3:1184189
PD3:1182957
PD3:1180842
PD3:1178650
PD3:1175408
PD3:1175062
PD3:1173758
PD3:1174478
PD3:1174292
PD3:1174952
PD3:1176226
PD3:1176164
PD3:1176150
PD3:1176315
PD3:1175385
PD3:1173648
PD3:1172165
PD3:1171018
PD3:1169641
PD3:1168465
PD3:1168529
PD3:1168149
PD3:1167745
PD3:1168230
PD3:1169140
PD3:1169470
PD3:1170288
PD3:1171434
PD3:1172934
PD3:1173572
PD3:1172757
PD3:1174374
PD3:1174191
PD3:1173866
PD3:1173669
PD3:1173652
PD3:1173314
PD3:1172236
PD3:1172092
PD3:1172344
PD3:1171710
PD3:1173091
PD3:1174333
PD3:1175517
PD3:1176222
PD3:1177126
PD3:1178542
PD3:1178067
PD3:1177636
PD3:1177599
PD3:1177691
PD3:1177065
PD3:1176232
PD3:1176096
PD3:1174989
PD3:1174407
PD3:1173632
PD3:1173121
PD3:1173336
PD3:1173121
PD3:1173433
PD3:1174061
PD3:1170136
PD3:1165236
PD3:1162837
PD3:1161468
PD3:1160089
PD3:1157334
PD3:1156048
PD3:1153501
PD3:1153501
PD3:1153050
PD3:1152401
PD3:1152046
PD3:1152518
PD3:1152692
PD3:1153231
PD3:1154058
PD3:1155034
PD3:1155668
PD3:1156323
PD3:1156606
PD3:1157712
PD3:1158169
PD3:1159859
PD3:1160559
PD3:1162056
PD3:1162459
PD3:1162962
PD3:1163156
PD3:1163249
PD3:1163743
PD3:1161739
PD3:1160930
PD3:1161083
PD3:1160427
PD3:1161555
PD3:1161661
PD3:1163253
PD3:1164625
PD3:1165498
PD3:1166935
PD3:1167440
PD3:1167217
PD3:1166755
PD3:1167166
PD3:1167592
PD3:1168326
PD3:1169229
PD3:1170591
PD3:1171326
PD3:1172182
PD3:1172544
PD3:1172459
PD3:1172917
PD3:1172737
PD3:1172616
PD3:1172275
PD3:1173033
PD3:1173389
PD3:1172705
PD3:1173600
PD3:1174210
PD3:1174162
PD3:1176470
PD3:1176690
PD3:1176789
PD3:1176749
PD3:1176667
PD3:1177105
PD3:1178001
PD3:1179015
PD3:1178273
PD3:1177540
PD3:1176403
PD3:1175936
PD3:1175389
PD3:1173279
PD3:1172615
PD3:1171957
PD3:1171854
PD3:1171861
PD3:1169874
PD3:1169536
PD3:1169197
PD3:1167802
PD3:1167574
PD3:1166454
PD3:1165427
PD3:1165232
PD3:1164940
PD3:1165278
PD3:1164722
PD3:1163408
PD3:1161842
PD3:1160734
PD3:1159244
PD3:1159187
PD3:1159507
PD3:1158914
PD3:1159528
PD3:1159802
PD3:1160625
PD3:1161542
PD3:1162707
PD3:1165078
PD3:1166839
PD3:1168420
PD3:1169622
PD3:1169554
PD3:1168974
PD3:1167417
PD3:1166194
PD3:1163979
PD3:1162379
PD3:1161706
PD3:1161083
PD3:1161780
PD3:1161870
PD3:1162677
PD3:1164714
PD3:1167750
PD3:1169677
PD3:1172543
PD3:1174472
PD3:1175570
PD3:1177288
PD3:1177798
PD3:1178712
PD3:1178935
PD3:1178934
PD3:1178461
PD3:1177326
PD3:1176926
PD3:1176710
PD3:1175783
PD3:1176534
PD3:1177198
PD3:1178146
PD3:1177975
PD3:1179387
PD3:1180146
PD3:1182780
PD3:1183194
PD3:1183764
PD3:1184283
PD3:1185275
PD3:1185400
PD3:1185796
PD3:1184878
PD3:1184218
PD3:1183600
PD3:1182512
PD3:1182443
PD3:1182370
PD3:1182411
PD3:1183383
PD3:1183853
PD3:1185788
PD3:1187465
PD3:1190202
PD3:1192238
PD3:1193953
PD3:1195489
PD3:1197071
PD3:1197914
PD3:1197333
PD3:1195086
PD3:1193338
PD3:1189607
PD3:1186495
PD3:1183313
PD3:1181549
PD3:1179477
PD3:1178675
PD3:1178063
PD3:1177904
PD3:1178236
PD3:1179570
PD3:1181142
PD3:1182818
PD3:1184209
PD3:1184573
PD3:1185479
PD3:1186393
PD3:1186568
PD3:1187688
PD3:1188858
PD3:1187794
PD3:1187036
PD3:1186349
PD3:1185998
PD3:1185686
PD3:1184263
PD3:1184554
PD3:1185217
PD3:1185256
PD3:1185564
PD3:1185471
PD3:1185000
PD3:1186173
PD3:1187085
PD3:1186620
PD3:1186679
PD3:1187019
PD3:1186357
PD3:1186507
PD3:1186358
PD3:1187735
PD3:1189028
PD3:1190444
PD3:1191987
PD3:1193212
PD3:1195606
PD3:1197117
PD3:1198864
PD3:1198999
PD3:1200076
PD3:1200443
PD3:1200870
PD3:1200905
PD3:1202149
PD3:1202625
PD3:1201426
PD3:1202319
PD3:1200765
PD3:1199505
PD3:1197419
PD3:1195536
PD3:1193465
PD3:1192456
PD3:1191323
PD3:1190502
PD3:1191316
PD3:1189949
PD3:1190035
PD3:1190072
PD3:1190110
PD3:1188754
PD3:1187750
PD3:1186591
PD3:1185130
PD3:1183686
PD3:1182375
PD3:1178663
PD3:1176568
PD3:1174294
PD3:1172307
PD3:1169318
PD3:1165747
PD3:1162689
PD3:1160332
PD3:1157524
PD3:1155527
PD3:1151406
PD3:1149940
PD3:1150086
PD3:1150303
PD3:1149632
PD3:1150748
PD3:1151287
PD3:1152038
PD3:1151947
PD3:1151451
PD3:1150720
PD3:1151234
PD3:1150862
PD3:1151237
PD3:1151220
PD3:1152461
PD3:1153522
PD3:1153654
PD3:1156098
PD3:1158281
PD3:1159149
PD3:1159865
PD3:1158891
PD3:1157788
PD3:1156633
PD3:1155654
PD3:1154917
PD3:1154066
PD3:1153273
PD3:1151590
PD3:1149566
PD3:1148037
PD3:1146899
PD3:1146864
PD3:1146804
PD3:1146011
PD3:1146472
PD3:1145997
PD3:1146429
PD3:1145862
PD3:1145435
PD3:1144784
PD3:1145856
PD3:1146030
PD3:1148076
PD3:1150260
PD3:1152452
PD3:1155184
PD3:1157401
PD3:1160388
PD3:1162993
PD3:1165926
PD3:1167410
PD3:1169152
PD3:1170191
PD3:1170813
PD3:1170843
PD3:1170134
PD3:1169444
PD3:1169062
PD3:1169236
PD3:1169216
PD3:1169374
PD3:1170608
PD3:1172138
PD3:1173588
PD3:1176097
PD3:1175675
PD3:1174286
PD3:1172497
PD3:1169342
PD3:1166216
PD3:1163274
PD3:1159356
PD3:1156457
PD3:1153886
PD3:1152339
PD3:1152395
PD3:1152753
PD3:1154503
PD3:1156064
PD3:1158583
PD3:1161910
PD3:1164222
PD3:1165748
PD3:1166923
PD3:1167365
PD3:1167874
PD3:1167976
PD3:1166354
PD3:1167317
PD3:1168943
PD3:1169653
PD3:1171104
PD3:1172834
PD3:1172999
PD3:1172496
PD3:1173261
PD3:1172852
PD3:1173401
PD3:1174836
PD3:1175307
PD3:1174036
PD3:1173945
PD3:1171256
PD3:1169952
PD3:1168504
PD3:1165951
PD3:1164744
PD3:1164174
PD3:1162692
PD3:1160223
PD3:1159858
PD3:1157566
PD3:1157137
PD3:1157085
PD3:1156363
PD3:1155563
PD3:1155665
PD3:1155163
PD3:1155637
PD3:1156372
PD3:1156582
PD3:1157374
PD3:1157903
PD3:1157337
PD3:1157577
PD3:1158021
PD3:1158307
PD3:1157547
PD3:1158304
PD3:1159243
PD3:1159744
PD3:1159172
PD3:1160588
PD3:1160496
PD3:1160834
PD3:1161845
PD3:1162616
PD3:1164650
PD3:1165729
PD3:1166770
PD3:1169207
PD3:1171618
PD3:1172620
PD3:1174054
PD3:1174847
PD3:1175570
PD3:1175187
PD3:1175037
PD3:1174033
PD3:1171652
PD3:1169112
PD3:1167163
PD3:1165729
PD3:1164454
PD3:1163568
PD3:1163015
PD3:1163721
PD3:1164020
PD3:1165187
PD3:1166164
PD3:1167435
PD3:1170471
PD3:1171874
PD3:1174192
PD3:1176256
PD3:1178414
PD3:1180064
PD3:1181427
PD3:1182778
PD3:1183921
PD3:1186325
PD3:1187845
PD3:1189038
PD3:1190026
PD3:1191525
PD3:1192601
PD3:1192454
PD3:1190757
PD3:1191175
PD3:1190436
PD3:1190024
PD3:1190178
PD3:1190643
PD3:1190585
PD3:1189757
PD3:1189632
PD3:1189231
PD3:1189157
PD3:1189799
PD3:1190343
PD3:1191544
PD3:1192091
PD3:1193315
PD3:1194069
PD3:1193449
PD3:1192678
PD3:1192466
PD3:1191904
PD3:1191235
PD3:1190234
PD3:1190595
PD3:1191708
PD3:1190774
PD3:1191669
PD3:1191018
PD3:1192007
PD3:1191536
PD3:1190357
PD3:1189299
PD3:1187814
PD3:1186570
PD3:1187307
PD3:1186937
PD3:1187572
PD3:1188083
PD3:1188198
PD3:1189225
PD3:1189830
PD3:1190181
PD3:1191306
PD3:1192563
PD3:1192750
PD3:1192040
PD3:1192278
PD3:1191611
PD3:1188809
PD3:1185693
PD3:1182508
PD3:1180626
PD3:1177534
PD3:1174526
PD3:1172739
PD3:1172649
PD3:1172007
PD3:1172615
PD3:1170788
PD3:1172401
PD3:1172089
PD3:1173302
PD3:1174293
PD3:1175268
PD3:1176423
PD3:1178236
PD3:1179313
PD3:1181015
PD3:1182153
PD3:1183102
PD3:1182138
PD3:1182043
PD3:1181650
PD3:1181652
PD3:1181473
PD3:1181936
PD3:1181655
PD3:1181562
PD3:1181857
PD3:1181956
PD3:1182383
PD3:1181592
PD3:1180158
PD3:1178832
PD3:1178997
PD3:1178140
PD3:1176831
PD3:1177296
PD3:1177206
PD3:1178100
PD3:1181403
PD3:1184323
PD3:1186701
PD3:1189758
PD3:1192515
PD3:1193425
PD3:1194693
PD3:1194573
PD3:1193387
PD3:1191238
PD3:1189104
PD3:1187840
PD3:1185773
PD3:1184670
PD3:1183734
PD3:1181811
PD3:1180150
PD3:1179315
PD3:1177897
PD3:1177464
PD3:1177670
PD3:1177017
PD3:1177506
PD3:1176668
PD3:1176212
PD3:1175118
PD3:1174233
PD3:1173256
PD3:1171962
PD3:1172015
PD3:1171056
PD3:1170438
PD3:1171897
PD3:1170774
PD3:1170370
PD3:1168812
PD3:1166496
PD3:1163978
PD3:1161200
PD3:1157977
PD3:1155443
PD3:1153991
PD3:1152237
PD3:1152126
PD3:1151728
PD3:1151629
PD3:1152259
PD3:1152715
PD3:1152962
PD3:1152925
PD3:1154120
PD3:1154472
PD3:1154382
PD3:1153937
PD3:1154169
PD3:1154306
PD3:1155781
PD3:1157020
PD3:1158363
PD3:1160016
PD3:1160890
PD3:1161510
PD3:1160883
PD3:1159358
PD3:1158734
PD3:1157129
PD3:1154615
PD3:1153262
PD3:1151780
PD3:1150424
PD3:1149304
PD3:1147218
PD3:1147173
PD3:1147152
PD3:1148050
PD3:1148272
PD3:1147821
PD3:1147498
PD3:1147674
PD3:1146797
PD3:1146634
PD3:1145321
PD3:1145126
PD3:1145219
PD3:1144552
PD3:1145993
PD3:1147465
PD3:1148644
PD3:1150701
PD3:1155279
PD3:1156549
PD3:1157963
PD3:1158584
PD3:1158907
PD3:1159173
PD3:1160081
PD3:1161027
PD3:1160553
PD3:1161037
PD3:1160438
PD3:1161003
PD3:1162281
PD3:1163392
PD3:1164949
PD3:1166740
PD3:1168810
PD3:1170246
PD3:1171453
PD3:1170561
PD3:1169628
PD3:1168195
PD3:1163326
PD3:1160307
PD3:1158266
PD3:1156152
PD3:1154455
PD3:1152869
PD3:1152265
PD3:1152208
PD3:1151838
PD3:1152225
PD3:1153284
PD3:1153343
PD3:1154333
PD3:1155449
PD3:1154958
PD3:1154998
PD3:1154990
PD3:1154468
PD3:1154354
PD3:1154553
PD3:1155199
PD3:1156986
PD3:1157982
PD3:1161438
PD3:1162591
PD3:1162446
PD3:1161817
PD3:1161643
PD3:1161752
PD3:1162041
PD3:1161428
PD3:1162459
PD3:1163316
PD3:1163844
PD3:1163914
PD3:1164735
PD3:1165498
PD3:1165571
PD3:1167493
PD3:1167700
PD3:1168777
PD3:1171007
PD3:1172991
PD3:1174167
PD3:1178958
PD3:1178958
PD3:1179670
PD3:1179434
PD3:1178631
PD3:1179071
PD3:1179231
PD3:1179708
PD3:1179764
PD3:1181171
PD3:1182371
PD3:1184166
PD3:1186082
PD3:1187372
PD3:1189490
PD3:1190196
PD3:1190234
PD3:1190653
PD3:1188930
PD3:1187206
PD3:1185547
PD3:1184052
PD3:1183717
PD3:1184330
PD3:1185130
PD3:1186101
PD3:1187265
PD3:1188315
PD3:1188171
PD3:1189039
PD3:1187878
PD3:1186969
PD3:1183974
PD3:1182477
PD3:1179910
PD3:1177535
PD3:1175439
PD3:1173089
PD3:1170337
PD3:1169026
PD3:1166816
PD3:1166189
PD3:1165644
PD3:1165241
PD3:1164759
PD3:1163739
PD3:1162847
PD3:1162196
PD3:1161592
PD3:1160917
PD3:1160800
PD3:1160528
PD3:1160763
PD3:1163659
PD3:1164439
PD3:1164329
PD3:1166678
PD3:1168060
PD3:1166751
PD3:1165973
PD3:1165973
PD3:1164273
PD3:1161875
PD3:1161268
PD3:1159904
PD3:1160875
PD3:1161574
PD3:1162725
PD3:1163945
PD3:1165255
PD3:1167255
PD3:1168675
PD3:1170634
PD3:1171908
PD3:1173595
PD3:1173757
PD3:1174527
PD3:1173768
PD3:1173323
PD3:1173828
PD3:1173315
PD3:1173693
PD3:1173668
PD3:1174850
PD3:1176099
PD3:1177718
PD3:1180055
PD3:1181260
PD3:1182142
PD3:1182628
PD3:1181946
PD3:1181450
PD3:1181402
PD3:1180508
PD3:1179675
PD3:1179114
PD3:1179033
PD3:1178524
PD3:1176128
PD3:1174008
PD3:1172800
PD3:1170238
PD3:1167127
PD3:1164135
PD3:1160925
PD3:1156968
PD3:1154881
PD3:1153290
PD3:1152407
PD3:1152459
PD3:1151762
PD3:1151294
PD3:1150946
PD3:1151123
PD3:1151160
PD3:1150586
PD3:1150520
PD3:1150453
PD3:1149703
PD3:1148381
PD3:1146056
PD3:1143984
PD3:1142183
PD3:1140216
PD3:1137452
PD3:1135016
PD3:1132842
PD3:1128796
PD3:1126111
PD3:1124481
PD3:1122558
PD3:1120889
PD3:1118997
PD3:1117779
PD3:1115882
PD3:1114137
PD3:1113335
PD3:1113506
PD3:1113076
PD3:1113333
PD3:1114229
PD3:1115879
PD3:1116624
PD3:1118801
PD3:1119322
PD3:1119740
PD3:1120686
PD3:1121328
PD3:1121382
PD3:1121423
PD3:1121190
PD3:1121990
PD3:1122055
PD3:1122866
PD3:1122619
PD3:1124136
PD3:1124567
PD3:1125129
PD3:1126137
PD3:1126982
PD3:1127421
PD3:1128141
PD3:1128193
PD3:1128218
PD3:1127958
PD3:1129190
PD3:1129947
PD3:1130373
PD3:1130976
PD3:1132053
PD3:1133885
PD3:1135814
PD3:1136887
PD3:1137242
PD3:1136410
PD3:1136578
PD3:1135705
PD3:1134091
PD3:1132041
PD3:1130981
PD3:1128913
PD3:1127136
PD3:1127121
PD3:1126779
PD3:1127396
PD3:1127479
PD3:1128988
PD3:1131002
PD3:1133329
PD3:1135865
PD3:1137817
PD3:1139755
PD3:1141058
PD3:1142812
PD3:1143034
PD3:1142881
PD3:1142980
PD3:1143368
PD3:1143474
PD3:1144744
PD3:1146255
PD3:1147339
PD3:1147351
PD3:1147737
PD3:1149077
