GREEN,RED,IR
1671019,1491157,1550503
1670645,1490761,1550622
1670591,1490528,1550274
1670533,1490420,1549992
1670549,1490409,1550427
1670989,1490384,1551924
1670802,1490294,1551903
1670598,1489925,1551822
1670419,1490003,1552223
1670344,1490092,1552561
1670281,1490373,1552818
1670175,1490661,1553477
1670119,1490637,1552881
1670119,1490542,1552852
1670126,1490557,1553100
1670155,1490844,1553674
1670267,1491016,1553024
1670185,1490893,1551931
1670063,1491444,1550221
1670549,1491474,1548371
1670573,1491460,1547043
1670610,1491969,1546274
1670610,1492352,1542839
1670714,1492037,1541498
1670681,1491905,1539694
1670961,1492423,1537822
1671077,1492560,1536129
1671148,1492703,1534004
1671296,1492688,1532495
1671480,1492812,1531685
1671783,1492807,1533895
1671792,1493278,1531453
1672271,1493250,1531454
1672046,1493590,1531731
1671668,1493620,1533961
1671668,1493615,1533652
1671705,1493413,1534809
1672105,1493842,1534959
1672180,1493828,1536234
1672285,1493912,1536099
1672433,1493685,1535781
1672599,1493873,1535387
1672781,1493919,1535870
1673025,1494015,1537115
1673293,1494204,1538258
1673666,1494148,1537797
1673477,1493956,1539024
1673829,1493878,1539208
1674224,1494081,1539592
1674541,1494112,1540596
1674977,1494262,1540932
1675213,1494340,1541238
1675418,1494158,1541599
1675483,1494152,1542142
1675760,1494111,1542900
1675643,1493863,1542972
1675328,1493677,1543546
1675328,1492928,1544117
1675129,1492408,1543584
1674852,1491503,1544728
1674716,1490663,1545206
1674313,1489413,1545272
1673860,1488464,1545317
1672115,1487165,1545340
1671493,1486894,1545003
1671131,1486512,1545547
1670647,1485592,1545318
1670202,1485602,1544981
1669934,1485302,1544748
1669561,1485378,1543753
1669465,1485456,1543431
1669583,1485488,1542649
1669461,1485417,1542810
1669500,1485715,1541428
1669389,1486344,1541482
1669362,1485763,1540167
1669459,1485851,1540139
1669533,1486031,1538994
1669634,1486294,1538255
1669669,1486505,1536949
1669669,1486248,1536370
1669811,1486397,1535694
1669912,1486281,1535678
1669937,1486241,1535087
1669928,1486269,1535037
1670123,1485872,1534102
1669904,1485945,1533501
1669677,1485690,1533125
1669687,1485748,1533657
1669836,1485320,1532722
1669531,1485466,1532981
1669536,1485350,1533410
1669251,1485248,1533692
1669419,1485124,1533984
1669592,1485026,1534347
1670068,1485162,1535871
1670072,1485222,1536223
1669989,1484947,1536607
1670176,1484993,1536398
