GREEN,RED,IR
1307989,2009242,1939179
1307955,2008325,1941454
1307918,2007045,1940682
1307609,2005904,1940952
1307455,2004217,1940432
1306962,2002493,1939793
1306144,2000233,1938144
1305446,1998184,1934480
1304914,1995923,1933433
1304007,1994703,1930950
1303493,1993368,1928720
1302550,1992695,1927547
1302026,1991554,1928085
1302026,1990620,1927317
1301388,1989671,1927605
1300910,1988926,1926673
1300862,1987973,1927391
1300714,1986713,1927557
1301330,1985460,1927939
1300123,1984352,1929084
1300532,1983800,1928715
1300001,1982179,1929485
1299873,1981004,1930520
1299789,1979482,1930565
1299525,1978227,1931534
1299451,1977142,1931700
1299450,1976215,1932057
1299645,1975360,1934734
1299602,1974728,1935234
1299427,1973653,1936448
1299413,1972224,1937085
1299254,1970482,1936781
1299254,1969158,1936445
1298843,1967630,1937273
1298300,1966115,1937065
1298300,1964088,1938461
1297929,1961771,1937535
1297549,1958911,1938244
1297158,1956689,1938752
1296904,1954575,1938155
1296518,1952351,1936556
1295412,1948674,1938067
1294861,1947196,1936851
1294759,1945180,1938030
1294557,1943511,1938568
1294264,1941942,1937687
1294140,1933192,1937424
1293664,1927951,1938133
1293711,1924865,1937758
1293766,1922746,1938915
1293617,1920595,1940065
1293374,1918461,1941159
1293586,1916692,1941894
1293420,1915252,1941134
1293464,1913861,1940509
1293241,1912732,1941048
1293130,1912045,1942390
1292911,1911499,1943321
1292911,1911266,1943484
1292924,1910776,1945271
1293006,1909382,1944361
1293131,1908219,1945217
1293030,1906982,1945938
1293083,1906039,1946664
1292954,1904588,1947071
1293079,1903712,1948512
1292910,1902371,1947723
1293120,1901654,1948288
1293128,1900926,1949574
1292979,1899930,1948436
1292899,1899817,1949508
1293282,1900457,1951687
1293163,1900513,1951158
1293443,1900192,1951399
1293285,1899497,1952217
1293432,1898787,1952011
1293332,1898373,1951903
1293197,1897953,1953305
1293697,1897794,1952354
1293377,1898169,1951925
1293377,1898427,1951541
1293342,1899199,1949994
1293607,1900160,1948965
1293655,1901027,1946546
1293656,1900473,1945391
1293846,1899983,1945454
1293902,1900080,1943021
1294027,1900273,1941605
1294065,1900122,1941382
1294335,1900519,1940442
1294330,1900996,1940871
1294025,1900473,1940746
1293707,1899282,1940817
1293324,1897986,1940786
1292733,1896358,1940877
1291839,1895106,1942507
1290482,1892943,1941871
1289499,1890824,1943254
1288269,1888977,1943433
1287084,1887823,1943640
1286113,1887132,1944720
1285064,1886144,1945967
1283942,1885386,1945632
1283942,1885313,1947467
1283434,1884532,1946476
1282946,1884578,1945685
1282425,1884590,1946971
1282032,1883911,1947992
1281749,1883564,1948155
1281113,1883126,1948427
1280980,1883684,1948270
1280987,1883824,1948740
1280841,1884719,1948936
1280720,1884626,1949030
1280429,1884587,1947435
1280416,1884058,1948384
1280476,1883931,1947174
1280700,1883314,1947670
1280510,1882851,1947475
1280656,1882598,1946221
1280528,1882313,1947497
1280454,1882736,1947180
1280260,1883636,1949305
1279990,1884287,1948125
1279670,1883994,1948227
1279670,1882818,1947685
1279379,1881935,1948542
1279125,1881107,1948861
1279117,1880844,1950574
1278799,1880087,1949738
1278487,1879721,1950881
1278126,1880981,1948812
1277823,1881646,1950816
1277788,1881213,1950392
1277975,1880306,1951176
1277867,1879773,1952915
1277584,1879631,1951905
1277908,1879781,1951562
1277795,1880472,1952282
1277882,1881102,1953275
1278386,1881578,1952814
1278377,1882160,1953838
1278354,1882580,1954148
1278559,1883386,1954213
1278659,1883485,1955027
1278932,1884002,1955794
1279019,1884019,1955160
1279019,1884369,1956076
1279021,1884544,1955303
1279233,1885143,1956070
1279436,1886129,1956260
1279753,1886561,1956927
1279910,1887100,1956775
1280468,1889069,1955320
1280543,1889684,1956049
1280745,1889374,1953677
1281001,1889167,1953468
1281520,1889452,1952703
1281392,1889165,1949827
1281429,1889239,1948515
1281846,1889558,1945383
1281998,1890237,1946395
1282345,1891238,1945165
1282647,1892253,1945676
1282857,1892422,1946187
1283024,1891666,1945108
1282995,1891504,1946336
1283469,1891170,1945714
1283438,1891783,1947437
1283442,1891902,1946714
1283442,1891614,1946924
1283669,1891762,1946462
1283665,1892208,1947206
1283969,1893129,1947452
1284099,1893331,1948548
1284369,1893631,1948347
1284855,1895087,1949377
1284917,1895370,1950848
1284998,1895093,1950560
1284651,1894492,1949710
1283785,1892767,1949600
1282883,1890505,1949636
1281903,1887738,1951912
1280724,1885386,1951355
1279612,1883361,1951427
1278412,1881765,1952302
1277612,1880949,1951990
1276829,1880068,1951808
1275640,1879781,1952295
1275099,1879915,1950267
1274675,1880480,1950935
1273985,1880481,1950594
1273985,1879812,1950025
1273578,1879422,1951742
1273655,1878962,1950955
1273385,1879732,1950903
1273135,1880431,1951903
1273013,1880915,1952659
1273051,1881621,1950900
1273463,1885960,1951649
1273392,1885993,1952589
1273752,1886330,1953876
1273517,1887140,1952070
1273795,1887720,1952672
1274194,1887600,1952015
1274331,1888020,1953146
1274589,1887941,1953461
1274763,1887601,1954826
1274918,1886982,1955588
1274887,1886568,1954306
1274647,1885996,1954362
1274555,1886454,1955645
1274709,1886597,1956574
1274204,1886951,1956374
1273999,1886521,1956412
1273999,1885816,1956036
1273616,1885679,1957427
1273561,1885674,1957369
1273590,1886499,1958659
1273338,1885188,1958253
1273363,1884441,1958686
1273287,1884525,1957788
1273389,1884302,1959531
1273561,1884615,1960021
1273696,1884402,1959025
1273806,1883961,1959288
1273943,1883884,1958945
1274165,1884326,1959466
1274314,1885509,1959847
1274567,1887136,1958847
1275071,1887924,1959103
1275256,1889376,1957280
1275536,1890829,1955039
1275718,1892372,1954240
1276052,1893726,1952285
1276306,1895103,1950719
1276525,1896330,1950832
1276557,1897380,1948208
1276557,1898147,1949350
1276988,1898088,1949073
1277369,1898010,1947863
1277481,1898073,1948514
1277812,1897721,1947835
1278124,1897901,1948065
1278828,1899319,1950238
1278982,1899677,1949539
1279430,1899523,1950358
1279829,1899570,1949933
1279972,1898905,1950572
1280185,1898582,1952319
1280394,1898619,1951596
1280720,1898588,1952217
1281037,1898685,1952158
1281351,1899144,1952720
1281633,1899036,1953401
1281770,1899320,1954074
1281762,1899526,1955249
1281313,1900002,1954796
1282003,1900470,1954589
1282244,1899931,1954582
1282244,1898708,1953755
1282320,1897600,1952988
1281509,1896363,1953057
1282469,1895292,1953632
1281937,1893842,1953340
1281555,1891932,1952600
1280456,1889755,1951915
1277380,1885997,1953265
1275544,1884320,1953103
1274792,1882977,1953925
1273942,1882039,1954068
1273192,1880312,1953601
1272551,1879619,1953889
1271957,1879356,1954657
1271522,1879090,1953939
1271689,1879267,1955364
1271464,1879190,1955336
1271325,1880177,1956052
1271281,1880122,1956288
1271160,1880882,1956395
1272403,1881415,1958192
1271532,1882108,1957550
1271084,1882796,1957841
1271084,1883183,1958630
1270940,1883756,1960117
1271235,1884008,1961415
1271616,1884728,1962168
1271706,1884642,1960893
1271937,1884273,1960381
1272335,1884302,1961672
1272520,1885273,1961188
1272602,1885825,1961714
1272813,1886200,1961795
1272872,1886353,1962277
1272604,1886085,1962321
1272519,1885838,1962743
1272409,1885502,1962934
1272571,1884977,1961755
1272283,1884723,1963586
1271958,1884471,1964774
1272171,1884735,1963793
1271829,1885220,1965516
1271852,1886322,1964753
1271863,1887843,1964811
1271770,1888530,1964550
1271770,1888325,1964552
1271772,1887989,1965982
1271912,1887062,1965821
1272099,1886924,1965887
1272288,1886867,1965359
1272486,1886515,1965807
1272922,1888567,1964007
1273105,1890188,1964057
1273335,1891212,1963441
1273727,1891801,1961090
1273822,1891606,1959369
1274133,1890760,1958647
1274161,1890035,1956476
1274524,1890207,1954088
1274703,1890065,1952083
1275139,1890305,1951702
1275382,1890684,1950632
1275687,1890902,1949828
1275873,1891670,1953304
1276226,1892149,1953251
1276412,1892275,1953802
1276622,1892430,1953710
1276377,1892973,1952405
1276377,1893024,1953943
1276992,1892968,1953814
1277199,1893572,1955415
1277313,1894484,1954896
1277708,1894900,1955119
1277963,1895485,1955796
1278839,1896709,1955880
1279059,1897598,1955978
1279354,1898137,1956781
1279479,1899022,1956677
1279771,1899853,1957485
1279712,1900603,1957523
1279681,1900001,1957470
1279839,1898702,1955961
1280094,1896772,1956468
1279597,1894616,1956012
1278771,1892294,1957052
1277678,1890190,1955592
1276743,1888564,1956466
1275557,1887195,1956384
1274121,1885911,1956196
1272981,1885096,1955157
1272981,1883932,1955790
1271870,1882734,1956431
1271304,1882355,1956814
1270617,1881388,1964180
1270119,1880475,1957513
1269689,1879803,1956670
1268746,1879804,1957706
1268911,1880838,1958874
1268955,1881229,1957249
1268939,1882209,1958315
1268977,1882584,1957407
1268954,1882959,1958850
1269009,1884020,1958982
1269243,1885000,1958955
1269637,1886075,1960676
1270121,1887459,1959745
1270573,1888976,1959123
1270684,1889993,1961385
1271029,1890880,1961064
1271347,1891801,1960946
1271833,1892615,1962306
1271672,1892935,1961689
1271485,1892876,1962857
1271485,1892468,1961393
1271534,1892014,1962729
1271565,1891267,1962440
