GREEN,RED,IR
1592772,991167,1169478
1592548,992131,1171874
1592819,993453,1171232
1592767,995539,1171955
1592964,996472,1171984
1592996,997099,1172571
1593014,997788,1172040
1592899,998842,1171198
1592907,999505,1171665
1592757,1000650,1171331
1593045,1001925,1172340
1593108,1002798,1172409
1593738,1003941,1173725
1593330,1005032,1173361
1593524,1005916,1173695
1593303,1007417,1172549
1593826,1008839,1172654
1593708,1009394,1171878
1593844,1009622,1172654
1593844,1009635,1172408
1593605,1009684,1172773
1593869,1009738,1172623
1593900,1009879,1173652
1594007,1009922,1173816
1593974,1010086,1174535
1594255,1010954,1174104
1594321,1011355,1173817
1594415,1011656,1172982
1594419,1012268,1173113
1594710,1012801,1172187
1594599,1013051,1171350
1594379,1013442,1170652
1594470,1014114,1169921
1594636,1014682,1169158
1594795,1015330,1167987
1594743,1015833,1167787
1594535,1016307,1166672
1594241,1016762,1166334
1594142,1017170,1166285
1594250,1017638,1167580
1593776,1018066,1167867
1593776,1018464,1169867
1593527,1018919,1169939
1593063,1019475,1171260
1593549,1019562,1171695
1593413,1019663,1172454
1593698,1019582,1171907
1593526,1019966,1171470
1593357,1020297,1170915
1593388,1020277,1171020
1593541,1020765,1170056
1593367,1020862,1168700
1593349,1020644,1168059
1593278,1020326,1166293
1593537,1020257,1164972
1593435,1020188,1163675
1593939,1020303,1162883
1593719,1020330,1162469
1593788,1020304,1163142
1593447,1020634,1163007
1593702,1020695,1164080
1593658,1020878,1164791
1593537,1021185,1165593
1593537,1021248,1165835
1593375,1021724,1165029
1593296,1022188,1163600
1593453,1023051,1161371
1593504,1023571,1159508
1593521,1023928,1156338
1593631,1024623,1151189
1593569,1025030,1145867
1593641,1025328,1141781
1593584,1025831,1137665
1593673,1026117,1134043
1593671,1026330,1134350
1593570,1026568,1134738
1593742,1026959,1135009
1594035,1026971,1135253
1594387,1026867,1136593
1594137,1026684,1138372
1594062,1026708,1147874
1594194,1026912,1152223
1594372,1027348,1154099
1594571,1027702,1155823
1594219,1028305,1157956
1594109,1028563,1159292
1594109,1028779,1160186
1594257,1029108,1161057
1594385,1029161,1162350
1594390,1029526,1163382
1594422,1029384,1163382
1594634,1029313,1163927
1594578,1029011,1164454
1594692,1029090,1164729
1594767,1028718,1164939
1594863,1028462,1164827
1594921,1028479,1164846
1594893,1028725,1164554
1594925,1029166,1164931
1595172,1029708,1164587
1595569,1030086,1164577
1595536,1030500,1164930
1595459,1030969,1165639
1595511,1031122,1166279
1595623,1031650,1167172
1595934,1031724,1167882
1595719,1032213,1169132
1595713,1032252,1169279
1595713,1032171,1170037
1595500,1031971,1170309
1595849,1031970,1171111
1595865,1031858,1172842
1595973,1031498,1174082
1595983,1031260,1174082
1596159,1031201,1173562
1596178,1031275,1173649
1595980,1030828,1172919
1596165,1030979,1172712
1596144,1030490,1171853
1595790,1030095,1171403
1595615,1029927,1170018
1595514,1029964,1169594
1595478,1029769,1169013
1595707,1029911,1169285
1595477,1029736,1169056
1595343,1029389,1169384
1595272,1029121,1168589
1595186,1029052,1168422
1595424,1028978,1168027
1594951,1029227,1168291
1594836,1029317,1167700
1594993,1029563,1168207
1594985,1029566,1168602
1595074,1029689,1169682
1595295,1030007,1171249
1594896,1030686,1171617
1595023,1031141,1172154
1595002,1031886,1171193
1595248,1032743,1170917
1594958,1033251,1170403
1595073,1033364,1170272
1595012,1033658,1170386
1594964,1034026,1170442
1595045,1034219,1170297
1595307,1034160,1170984
1595081,1033975,1171451
1595009,1033324,1172391
1595220,1032920,1172768
1595173,1032367,1173539
1595129,1032223,1173802
1595099,1032181,1176464
1594696,1032124,1177987
1594696,1032137,1190069
1594822,1032009,1180463
1594761,1031857,1176370
1594976,1031456,1175371
1594780,1030803,1174835
1594967,1030323,1174349
1594887,1029668,1174968
1594997,1029576,1174917
1595046,1029701,1175240
1595083,1029883,1175460
1595133,1030265,1175377
1595064,1030636,1176806
1595110,1031166,1178479
1595261,1031585,1176318
1595487,1032061,1174903
1595805,1032272,1175051
1595439,1032412,1174674
1595582,1032185,1174589
1595653,1032261,1173172
1595774,1032115,1172349
1595516,1032353,1171046
1595459,1032131,1171154
1595459,1032226,1171053
1595432,1032142,1171119
1595657,1032149,1171420
1595772,1032013,1173977
1595897,1031641,1174074
1595704,1031447,1175031
1596036,1032015,1176981
1595810,1032383,1173189
1596025,1032499,1170972
1596066,1032927,1169488
1596531,1033085,1168606
1596150,1033320,1168243
1596091,1033728,1168340
1596371,1034190,1168529
1596546,1034341,1168733
1596497,1034548,1169079
1596295,1034586,1169702
1596424,1033790,1170612
1596381,1033944,1170936
1596155,1033854,1170924
1596164,1033972,1170489
1595749,1033940,1170256
1595749,1033600,1170700
1595553,1033467,1170982
1595279,1033223,1171463
