Device disconnected: 68:37:22:d2:22:6d (Reason: 531)
Initializing AFE4404...
Initialized Success!
PD4:1727915, PD2:1446890
PD4:1727891, PD2:1446638
PD4:1727918, PD2:1446500
PD4:1727655, PD2:1446684
PD4:1727842, PD2:1446681
PD4:1728077, PD2:1446820
PD4:1728039, PD2:1446714
PD4:1728013, PD2:1446639
PD4:1728200, PD2:1446470
PD4:1728005, PD2:1446782
PD4:1727920, PD2:1446681
PD4:1727662, PD2:1446868
PD4:1727530, PD2:1447131
PD4:1727530, PD2:1447236
PD4:1727444, PD2:1447122
PD4:1727699, PD2:1447116
PD4:1727895, PD2:1447143
PD4:1727608, PD2:1446801
PD4:1727576, PD2:1446674
PD4:1727466, PD2:1446767
PD4:1727453, PD2:1446962
PD4:1727560, PD2:1447048
PD4:1727216, PD2:1447133
PD4:1727267, PD2:1447100
PD4:1727162, PD2:1446897
PD4:1727198, PD2:1446901
PD4:1727697, PD2:1446787
PD4:1727424, PD2:1448817
PD4:1727451, PD2:1446987
PD4:1727463, PD2:1446140
PD4:1727443, PD2:1445622
PD4:1727054, PD2:1445284
PD4:1727136, PD2:1445198
PD4:1726785, PD2:1445239
PD4:1726481, PD2:1444959
PD4:1726481, PD2:1445004
PD4:1726435, PD2:1444933
PD4:1726237, PD2:1444908
PD4:1726329, PD2:1444943
PD4:1726304, PD2:1444574
PD4:1726342, PD2:1444405
PD4:1725881, PD2:1444478
PD4:1725938, PD2:1444752
PD4:1725917, PD2:1444827
PD4:1725780, PD2:1444985
PD4:1725830, PD2:1444996
PD4:1725704, PD2:1444670
PD4:1725329, PD2:1444480
PD4:1725644, PD2:1444748
PD4:1725709, PD2:1444702
PD4:1726027, PD2:1444727
PD4:1725826, PD2:1444583
PD4:1725940, PD2:1444507
PD4:1725521, PD2:1444549
PD4:1725826, PD2:1444573
PD4:1725491, PD2:1444534
PD4:1725523, PD2:1444504
PD4:1725523, PD2:1444386
PD4:1724988, PD2:1444590
PD4:1725139, PD2:1444206
PD4:1725063, PD2:1444282
PD4:1725154, PD2:1444090
PD4:1724846, PD2:1443753
PD4:1724775, PD2:1443749
PD4:1724771, PD2:1443575
PD4:1724387, PD2:1443483
PD4:1724852, PD2:1443498
PD4:1724827, PD2:1443897
PD4:1724669, PD2:1443413
PD4:1724686, PD2:1443265
PD4:1724802, PD2:1443524
PD4:1724696, PD2:1443423
PD4:1725004, PD2:1443433
PD4:1725105, PD2:1443470
PD4:1725113, PD2:1443488
PD4:1725001, PD2:1443501
PD4:1724593, PD2:1443754
PD4:1725033, PD2:1443655
PD4:1725022, PD2:1443985
PD4:1724365, PD2:1444397
PD4:1724365, PD2:1444460
PD4:1724551, PD2:1444308
PD4:1724611, PD2:1444556
PD4:1724827, PD2:1444661
PD4:1724656, PD2:1444347
PD4:1724494, PD2:1443980
PD4:1724613, PD2:1444231
PD4:1724560, PD2:1444481
PD4:1724516, PD2:1444500
PD4:1724424, PD2:1444926
PD4:1724519, PD2:1444765
PD4:1724230, PD2:1444756
PD4:1724356, PD2:1445031
PD4:1724318, PD2:1445265
PD4:1724679, PD2:1445657
PD4:1724709, PD2:1445674
PD4:1724788, PD2:1445770
PD4:1724754, PD2:1445502
PD4:1724593, PD2:1445614
PD4:1724529, PD2:1445684
PD4:1724332, PD2:1446111
PD4:1724150, PD2:1446145
PD4:1724047, PD2:1446260
PD4:1724047, PD2:1446172
PD4:1724371, PD2:1446161
PD4:1724381, PD2:1446197
PD4:1724320, PD2:1445570
PD4:1724515, PD2:1445069
PD4:1724178, PD2:1444893
PD4:1723902, PD2:1444869
PD4:1723839, PD2:1444529
PD4:1724014, PD2:1444487
PD4:1723452, PD2:1444244
PD4:1723531, PD2:1444044
PD4:1723204, PD2:1444102
PD4:1723456, PD2:1444171
PD4:1723351, PD2:1444187
PD4:1723575, PD2:1444184
PD4:1723807, PD2:1444357
PD4:1723716, PD2:1444126
PD4:1723569, PD2:1444259
PD4:1723218, PD2:1444208
PD4:1723432, PD2:1444522
PD4:1723014, PD2:1444608
PD4:1722815, PD2:1444429
PD4:1722815, PD2:1444568
PD4:1722789, PD2:1444546
PD4:1722830, PD2:1444623
PD4:1722883, PD2:1444523
PD4:1722571, PD2:1444181
PD4:1722701, PD2:1444106
PD4:1722677, PD2:1444337
PD4:1722707, PD2:1444296
PD4:1722462, PD2:1444587
PD4:1722547, PD2:1444302
PD4:1722632, PD2:1444135
PD4:1722494, PD2:1443875
PD4:1722541, PD2:1443967
PD4:1722361, PD2:1443906
PD4:1722981, PD2:1444051
PD4:1722886, PD2:1443991
PD4:1722716, PD2:1443877
PD4:1722842, PD2:1443757
PD4:1722826, PD2:1443912
PD4:1722695, PD2:1443849
PD4:1722226, PD2:1444365
PD4:1722233, PD2:1444489
PD4:1722233, PD2:1444503
PD4:1722225, PD2:1444343
PD4:1722345, PD2:1444185
PD4:1721994, PD2:1444119
PD4:1722247, PD2:1443942
PD4:1722240, PD2:1444084
PD4:1722218, PD2:1444077
PD4:1722434, PD2:1444337
PD4:1722219, PD2:1444420
PD4:1722328, PD2:1444383
PD4:1722203, PD2:1444470
PD4:1722337, PD2:1443978
PD4:1722166, PD2:1443860
PD4:1722211, PD2:1444147
PD4:1722365, PD2:1444359
PD4:1722629, PD2:1444329
PD4:1722623, PD2:1444784
PD4:1722873, PD2:1444427
PD4:1722589, PD2:1444308
PD4:1722953, PD2:1444774
PD4:1722666, PD2:1444623
PD4:1722981, PD2:1444528
PD4:1722440, PD2:1444861
PD4:1722356, PD2:1445093
PD4:1722460, PD2:1444917
PD4:1722802, PD2:1445095
PD4:1722541, PD2:1445117
PD4:1722747, PD2:1445216
PD4:1722633, PD2:1444860
PD4:1722627, PD2:1444416
PD4:1722507, PD2:1444131
PD4:1722716, PD2:1443872
PD4:1722839, PD2:1443987
PD4:1722847, PD2:1443685
PD4:1722770, PD2:1443445
PD4:1722910, PD2:1442960
PD4:1722121, PD2:1442807
PD4:1721659, PD2:1442649
PD4:1721786, PD2:1442988
PD4:1722158, PD2:1442654
PD4:1721796, PD2:1442798
PD4:1722064, PD2:1442795
PD4:1721795, PD2:1443022
PD4:1721626, PD2:1442877
PD4:1721409, PD2:1442945
PD4:1721659, PD2:1442682
PD4:1721630, PD2:1442892
PD4:1721657, PD2:1443225
PD4:1721624, PD2:1442835
PD4:1721565, PD2:1442926
PD4:1721121, PD2:1442952
PD4:1721663, PD2:1442743
PD4:1722000, PD2:1443010
PD4:1722056, PD2:1442828
PD4:1722235, PD2:1442660
PD4:1722094, PD2:1442797
PD4:1721671, PD2:1442793
PD4:1722041, PD2:1443530
PD4:1721591, PD2:1443135
PD4:1721591, PD2:1443029
PD4:1721404, PD2:1443093
PD4:1721501, PD2:1442934
PD4:1721531, PD2:1443031
PD4:1721570, PD2:1442841
PD4:1721700, PD2:1442712
PD4:1721404, PD2:1442586
PD4:1721684, PD2:1442354
PD4:1721630, PD2:1442579
PD4:1721622, PD2:1442861
PD4:1721668, PD2:1442874
PD4:1721811, PD2:1442699
PD4:1721385, PD2:1442704
PD4:1721633, PD2:1443009
PD4:1721638, PD2:1442983
PD4:1721552, PD2:1443075
PD4:1721968, PD2:1443035
PD4:1722128, PD2:1442931
PD4:1722128, PD2:1442795
PD4:1722146, PD2:1443194
PD4:1722097, PD2:1443248
PD4:1721910, PD2:1443611
PD4:1721508, PD2:1443494
PD4:1721508, PD2:1443323
PD4:1721788, PD2:1443251
PD4:1721786, PD2:1443161
PD4:1721748, PD2:1443449
PD4:1721618, PD2:1443160
PD4:1721831, PD2:1443052
PD4:1721729, PD2:1443250
PD4:1721763, PD2:1443381
PD4:1721737, PD2:1443457
PD4:1721958, PD2:1443482
PD4:1721978, PD2:1443413
PD4:1721928, PD2:1442929
PD4:1721834, PD2:1443303
PD4:1721978, PD2:1443445
PD4:1721974, PD2:1443591
PD4:1722416, PD2:1443561
PD4:1722367, PD2:1443680
PD4:1722413, PD2:1443491
PD4:1722149, PD2:1443492
PD4:1722198, PD2:1443504
PD4:1722056, PD2:1443645
PD4:1721988, PD2:1443494
PD4:1721988, PD2:1443274
PD4:1721704, PD2:1443181
PD4:1721865, PD2:1442673
PD4:1721891, PD2:1442468
PD4:1721885, PD2:1442242
PD4:1721820, PD2:1441850
PD4:1721713, PD2:1441781
PD4:1721356, PD2:1441792
PD4:1721544, PD2:1441813
PD4:1721388, PD2:1442230
PD4:1721567, PD2:1442131
PD4:1721434, PD2:1441963
PD4:1721356, PD2:1441758
PD4:1721186, PD2:1442067
PD4:1721298, PD2:1442260
PD4:1721709, PD2:1442497
PD4:1721721, PD2:1442436
PD4:1721720, PD2:1442444
PD4:1721944, PD2:1442293
PD4:1721550, PD2:1442541
PD4:1721694, PD2:1442538
PD4:1721283, PD2:1442931
PD4:1721138, PD2:1443069
PD4:1721138, PD2:1443146
PD4:1721169, PD2:1443164
PD4:1721258, PD2:1442986
PD4:1721284, PD2:1443183
PD4:1721045, PD2:1442746
PD4:1721252, PD2:1442715
PD4:1721328, PD2:1442794
PD4:1721038, PD2:1443110
PD4:1721173, PD2:1442912
PD4:1720916, PD2:1442953
PD4:1721022, PD2:1443096
PD4:1721090, PD2:1442989
PD4:1720687, PD2:1442853
PD4:1720886, PD2:1442869
PD4:1721071, PD2:1442971
PD4:1721081, PD2:1443238
PD4:1721277, PD2:1443392
PD4:1721374, PD2:1443200
PD4:1721324, PD2:1443265
PD4:1721449, PD2:1443378
PD4:1721746, PD2:1443585
PD4:1721106, PD2:1444006
PD4:1720862, PD2:1443799
PD4:1720862, PD2:1444144
PD4:1720875, PD2:1443898
PD4:1721112, PD2:1444009
PD4:1721066, PD2:1443830
PD4:1721066, PD2:1443794
PD4:1720838, PD2:1443749
PD4:1720931, PD2:1444242
PD4:1720928, PD2:1444320
PD4:1720968, PD2:1444289
PD4:1721041, PD2:1444208
PD4:1721043, PD2:1444258
PD4:1721029, PD2:1444176
PD4:1721039, PD2:1444028
PD4:1721154, PD2:1444374
PD4:1721031, PD2:1444453
PD4:1721417, PD2:1444529
PD4:1721401, PD2:1444665
PD4:1721553, PD2:1444596
PD4:1721502, PD2:1444417
PD4:1721338, PD2:1444207
PD4:1721349, PD2:1444763
PD4:1721171, PD2:1445127
PD4:1720732, PD2:1445250
PD4:1720732, PD2:1445470
PD4:1721029, PD2:1445428
PD4:1720983, PD2:1445452
PD4:1721142, PD2:1445466
PD4:1720984, PD2:1445286
PD4:1721203, PD2:1445099
PD4:1721038, PD2:1445010
PD4:1720813, PD2:1445060
PD4:1720836, PD2:1444617
PD4:1720980, PD2:1444748
PD4:1721006, PD2:1444473
PD4:1720883, PD2:1443899
PD4:1720665, PD2:1443641
PD4:1720843, PD2:1443854
PD4:1720929, PD2:1443771
PD4:1721067, PD2:1443747
PD4:1721214, PD2:1443782
PD4:1721176, PD2:1443869
PD4:1721022, PD2:1443781
PD4:1720992, PD2:1444010
PD4:1720110, PD2:1444087
PD4:1720600, PD2:1444479
PD4:1720486, PD2:1444448
PD4:1720486, PD2:1444942
PD4:1720578, PD2:1445031
PD4:1720627, PD2:1445036
PD4:1720709, PD2:1445078
PD4:1720788, PD2:1445021
PD4:1720684, PD2:1444782
PD4:1720444, PD2:1445094
PD4:1720477, PD2:1445313
PD4:1720663, PD2:1445177
PD4:1720808, PD2:1445182
PD4:1720501, PD2:1445102
PD4:1721115, PD2:1445556
PD4:1720694, PD2:1445423
PD4:1720477, PD2:1445519
PD4:1720819, PD2:1445655
PD4:1720655, PD2:1445294
PD4:1720889, PD2:1445495
PD4:1720991, PD2:1445463
PD4:1720797, PD2:1445804
PD4:1720416, PD2:1445958
PD4:1720631, PD2:1446112
PD4:1720649, PD2:1446069
PD4:1720708, PD2:1446183
PD4:1720691, PD2:1446243
PD4:1720330, PD2:1445998
PD4:1720278, PD2:1445618
PD4:1720634, PD2:1445923
PD4:1720592, PD2:1445999
PD4:1721078, PD2:1446089
PD4:1720956, PD2:1445917
PD4:1721196, PD2:1445876
PD4:1721292, PD2:1445937
PD4:1721267, PD2:1446191
PD4:1721430, PD2:1445921
PD4:1721044, PD2:1446237
PD4:1720812, PD2:1446340
PD4:1720812, PD2:1446409
PD4:1720738, PD2:1446172
PD4:1720714, PD2:1446657
PD4:1721022, PD2:1446828
PD4:1720975, PD2:1446527
PD4:1720678, PD2:1446034
PD4:1720619, PD2:1446445
PD4:1720847, PD2:1446592
PD4:1720937, PD2:1446242
PD4:1721162, PD2:1446706
PD4:1721084, PD2:1446357
PD4:1721090, PD2:1445611
PD4:1720946, PD2:1445567
PD4:1720947, PD2:1445011
PD4:1720980, PD2:1444946
PD4:1721163, PD2:1444786
PD4:1721213, PD2:1444594
PD4:1721232, PD2:1444382
PD4:1721100, PD2:1444379
PD4:1721095, PD2:1444503
PD4:1720786, PD2:1444729
PD4:1720551, PD2:1444340
PD4:1721021, PD2:1444543
PD4:1721194, PD2:1444409
PD4:1720725, PD2:1444563
PD4:1720518, PD2:1444652
PD4:1720694, PD2:1444792
PD4:1720591, PD2:1444721
PD4:1720838, PD2:1444898
PD4:1720767, PD2:1444466
PD4:1720911, PD2:1444398
PD4:1720982, PD2:1444369
PD4:1720948, PD2:1444562
PD4:1720954, PD2:1444705
PD4:1721015, PD2:1444521
PD4:1721032, PD2:1444649
PD4:1721078, PD2:1444550
PD4:1721227, PD2:1444946
PD4:1720713, PD2:1444955
PD4:1721021, PD2:1445072
PD4:1720864, PD2:1444896
PD4:1720889, PD2:1444985
PD4:1720949, PD2:1445013
PD4:1721009, PD2:1444719
PD4:1720786, PD2:1444615
PD4:1721044, PD2:1444927
PD4:1720870, PD2:1444821
PD4:1721288, PD2:1444971
PD4:1721339, PD2:1444921
PD4:1721440, PD2:1444935
PD4:1721537, PD2:1444499
PD4:1721301, PD2:1444862
PD4:1721253, PD2:1444746
PD4:1721155, PD2:1445040
PD4:1720917, PD2:1445180
PD4:1720917, PD2:1445254
PD4:1720997, PD2:1445135
PD4:1721092, PD2:1444979
PD4:1720996, PD2:1445086
PD4:1721097, PD2:1444963
PD4:1721246, PD2:1444871
PD4:1721274, PD2:1444905
PD4:1721112, PD2:1445288
PD4:1721396, PD2:1445187
PD4:1721407, PD2:1444755
PD4:1721288, PD2:1444252
PD4:1721471, PD2:1443833
PD4:1721395, PD2:1443361
PD4:1720866, PD2:1443476
PD4:1721000, PD2:1443464
PD4:1721145, PD2:1443487
PD4:1720995, PD2:1443701
PD4:1720876, PD2:1443893
PD4:1720891, PD2:1443910
PD4:1720936, PD2:1444000
PD4:1720927, PD2:1444013
PD4:1720941, PD2:1444341
PD4:1720925, PD2:1444280
PD4:1720824, PD2:1444300
PD4:1720698, PD2:1444297
PD4:1720815, PD2:1444465
PD4:1720876, PD2:1444592
PD4:1721241, PD2:1444570
PD4:1721080, PD2:1444704
PD4:1721207, PD2:1444711
PD4:1721029, PD2:1444748
PD4:1720876, PD2:1444659
PD4:1720918, PD2:1444806
PD4:1720833, PD2:1445016
PD4:1720589, PD2:1444924
PD4:1720599, PD2:1444648
PD4:1720770, PD2:1444601
PD4:1721112, PD2:1444719
PD4:1720627, PD2:1444945
PD4:1720369, PD2:1445058
PD4:1720512, PD2:1445159
PD4:1720646, PD2:1445147
PD4:1720515, PD2:1445311
PD4:1720625, PD2:1445498
PD4:1720600, PD2:1445162
PD4:1720347, PD2:1445042
PD4:1720530, PD2:1445235
PD4:1720679, PD2:1445347
PD4:1720821, PD2:1445560
PD4:1720919, PD2:1445473
PD4:1720961, PD2:1445457
PD4:1720768, PD2:1445436
PD4:1720706, PD2:1445462
PD4:1720721, PD2:1445583
PD4:1720537, PD2:1445827
PD4:1720569, PD2:1445860
PD4:1720569, PD2:1445973
PD4:1720560, PD2:1445889
PD4:1720526, PD2:1446120
PD4:1720548, PD2:1446000
PD4:1720692, PD2:1446100
PD4:1720555, PD2:1445505
PD4:1720621, PD2:1445403
PD4:1720749, PD2:1445863
PD4:1720846, PD2:1445559
PD4:1720986, PD2:1445735
PD4:1720682, PD2:1445529
PD4:1720743, PD2:1445530
PD4:1720754, PD2:1445359
PD4:1720676, PD2:1445563
PD4:1720889, PD2:1445555
PD4:1720946, PD2:1445710
PD4:1720970, PD2:1445603
PD4:1721123, PD2:1445188
PD4:1721192, PD2:1444784
PD4:1721064, PD2:1444565
PD4:1721177, PD2:1444412
PD4:1720686, PD2:1444541
PD4:1720329, PD2:1444306
PD4:1720329, PD2:1444283
PD4:1720358, PD2:1443926
PD4:1720420, PD2:1443959
PD4:1720592, PD2:1443712
PD4:1720484, PD2:1443658
PD4:1720175, PD2:1443280
PD4:1720202, PD2:1443606
PD4:1720142, PD2:1443902
PD4:1720070, PD2:1443939
PD4:1720142, PD2:1444092
PD4:1720191, PD2:1444160
PD4:1719910, PD2:1443781
PD4:1719901, PD2:1443928
PD4:1719933, PD2:1444058
PD4:1720104, PD2:1444000
PD4:1720079, PD2:1444313
PD4:1720369, PD2:1444093
PD4:1720240, PD2:1444039
PD4:1720046, PD2:1444243
PD4:1719702, PD2:1444202
PD4:1719485, PD2:1444123
PD4:1719951, PD2:1444264
PD4:1719939, PD2:1444430
PD4:1719419, PD2:1444398
PD4:1719525, PD2:1444309
PD4:1719605, PD2:1444470
PD4:1719499, PD2:1444297
PD4:1719571, PD2:1444638
PD4:1719559, PD2:1444620
PD4:1719497, PD2:1444425
PD4:1719417, PD2:1444539
PD4:1719467, PD2:1444815
PD4:1719651, PD2:1444381
PD4:1719953, PD2:1444614
PD4:1719973, PD2:1444698
PD4:1719977, PD2:1444374
PD4:1719767, PD2:1444731
PD4:1719649, PD2:1444690
PD4:1719695, PD2:1444634
PD4:1718889, PD2:1445174
PD4:1718889, PD2:1445142
PD4:1719394, PD2:1444914
PD4:1719368, PD2:1445053
PD4:1719597, PD2:1444901
PD4:1719470, PD2:1444843
PD4:1719538, PD2:1444794
PD4:1719711, PD2:1445014
PD4:1719885, PD2:1445234
PD4:1719637, PD2:1445095
PD4:1719652, PD2:1445127
PD4:1719546, PD2:1445216
PD4:1719569, PD2:1444665
PD4:1719501, PD2:1444791
PD4:1719633, PD2:1444915
PD4:1719511, PD2:1444860
PD4:1720103, PD2:1445006
PD4:1719655, PD2:1444791
PD4:1720088, PD2:1444815
PD4:1720191, PD2:1444896
PD4:1720137, PD2:1444923
PD4:1720192, PD2:1444924
PD4:1719834, PD2:1444963
PD4:1719442, PD2:1444710
PD4:1719442, PD2:1444481
PD4:1719543, PD2:1444109
PD4:1719495, PD2:1444132
PD4:1719401, PD2:1443768
PD4:1719432, PD2:1443414
PD4:1719376, PD2:1443118
PD4:1719383, PD2:1443003
PD4:1719251, PD2:1443285
PD4:1719116, PD2:1443164
PD4:1719141, PD2:1443362
PD4:1719026, PD2:1443398
PD4:1718815, PD2:1442968
PD4:1718779, PD2:1443060
PD4:1719200, PD2:1443261
PD4:1718859, PD2:1443599
PD4:1718582, PD2:1443115
PD4:1718736, PD2:1443058
PD4:1719263, PD2:1443138
PD4:1718562, PD2:1443236
PD4:1718468, PD2:1443152
PD4:1718583, PD2:1443104
PD4:1718550, PD2:1443150
PD4:1718573, PD2:1443135
PD4:1718447, PD2:1442985
PD4:1718629, PD2:1442848
PD4:1718269, PD2:1442639
PD4:1718540, PD2:1442826
PD4:1718590, PD2:1442857
PD4:1718760, PD2:1442896
PD4:1718731, PD2:1442961
PD4:1718918, PD2:1442694
PD4:1718693, PD2:1442620
PD4:1718703, PD2:1442887
PD4:1718686, PD2:1442996
PD4:1718514, PD2:1443197
PD4:1718028, PD2:1443268
PD4:1718028, PD2:1443375
PD4:1718118, PD2:1443391
PD4:1718287, PD2:1443136
PD4:1718459, PD2:1443133
PD4:1718319, PD2:1442750
PD4:1718132, PD2:1442729
PD4:1718464, PD2:1442758
PD4:1718243, PD2:1443163
PD4:1718322, PD2:1442998
PD4:1718492, PD2:1443136
PD4:1718525, PD2:1442939
PD4:1718107, PD2:1442747
PD4:1718277, PD2:1442533
PD4:1718300, PD2:1442852
PD4:1718683, PD2:1442831
PD4:1718842, PD2:1442873
PD4:1718740, PD2:1442833
PD4:1718710, PD2:1442525
PD4:1718809, PD2:1442421
PD4:1718736, PD2:1442643
PD4:1718621, PD2:1443141
PD4:1718391, PD2:1443165
PD4:1718391, PD2:1443202
PD4:1718389, PD2:1443116
PD4:1718738, PD2:1443012
PD4:1718405, PD2:1442590
PD4:1718482, PD2:1442298
PD4:1718501, PD2:1441953
PD4:1718222, PD2:1441468
PD4:1717998, PD2:1441638
PD4:1717959, PD2:1441283
PD4:1717985, PD2:1441088
PD4:1717809, PD2:1440852
PD4:1717854, PD2:1440540
PD4:1717733, PD2:1440544
PD4:1717599, PD2:1440535
PD4:1717572, PD2:1440604
PD4:1718056, PD2:1440730
PD4:1717846, PD2:1440683
PD4:1717507, PD2:1440587
PD4:1717519, PD2:1440656
PD4:1717885, PD2:1440788
PD4:1717880, PD2:1440821
PD4:1717414, PD2:1441121
PD4:1717378, PD2:1440733
PD4:1717378, PD2:1440822
PD4:1717232, PD2:1440865
PD4:1717356, PD2:1440956
PD4:1717317, PD2:1440962
PD4:1717365, PD2:1440746
PD4:1717131, PD2:1440580
PD4:1717351, PD2:1440726
PD4:1717271, PD2:1440884
PD4:1717065, PD2:1440588
PD4:1717098, PD2:1440635
PD4:1716991, PD2:1440512
PD4:1716704, PD2:1440155
PD4:1716969, PD2:1440041
PD4:1716931, PD2:1440098
PD4:1717034, PD2:1440010
PD4:1717121, PD2:1440054
PD4:1717074, PD2:1439912
PD4:1716816, PD2:1439893
PD4:1716917, PD2:1439814
PD4:1717065, PD2:1439887
PD4:1716899, PD2:1439981
PD4:1716648, PD2:1440188
PD4:1716397, PD2:1439979
PD4:1716397, PD2:1439794
PD4:1716583, PD2:1439871
PD4:1716816, PD2:1439833
PD4:1716803, PD2:1439668
PD4:1716663, PD2:1439599
PD4:1716445, PD2:1439511
PD4:1716508, PD2:1439466
PD4:1716406, PD2:1439901
PD4:1716624, PD2:1439628
PD4:1716485, PD2:1439631
PD4:1716716, PD2:1439462
PD4:1716501, PD2:1439195
PD4:1716646, PD2:1439300
PD4:1716593, PD2:1439217
PD4:1716725, PD2:1439311
PD4:1716998, PD2:1439360
PD4:1717075, PD2:1439207
PD4:1716771, PD2:1439035
PD4:1716972, PD2:1439057
PD4:1716912, PD2:1439019
PD4:1716920, PD2:1439294
PD4:1716701, PD2:1439406
PD4:1716701, PD2:1439126
PD4:1716799, PD2:1438918
PD4:1716758, PD2:1438984
PD4:1716884, PD2:1439213
PD4:1716851, PD2:1438923
PD4:1716878, PD2:1438808
PD4:1716976, PD2:1438662
PD4:1716905, PD2:1438592
PD4:1716645, PD2:1438298
PD4:1716880, PD2:1437865
PD4:1716701, PD2:1437563
PD4:1716726, PD2:1437038
PD4:1716271, PD2:1436625
PD4:1716496, PD2:1436605
PD4:1716065, PD2:1436449
PD4:1716699, PD2:1436255
PD4:1716604, PD2:1435949
PD4:1716446, PD2:1435821
PD4:1716251, PD2:1435780
PD4:1716211, PD2:1435982
PD4:1715964, PD2:1435772
PD4:1716037, PD2:1436106
PD4:1715565, PD2:1436097
PD4:1715565, PD2:1435942
PD4:1715599, PD2:1435945
PD4:1715506, PD2:1435928
PD4:1715669, PD2:1436078
PD4:1715658, PD2:1435584
PD4:1715583, PD2:1435436
PD4:1715342, PD2:1435478
PD4:1715532, PD2:1435646
PD4:1715341, PD2:1435512
PD4:1715557, PD2:1435799
PD4:1715372, PD2:1435616
PD4:1715339, PD2:1435150
PD4:1715032, PD2:1435191
PD4:1715254, PD2:1435015
PD4:1715242, PD2:1434872
PD4:1715493, PD2:1434877
PD4:1715362, PD2:1434787
PD4:1715448, PD2:1434508
PD4:1715280, PD2:1434640
PD4:1715284, PD2:1434770
PD4:1715088, PD2:1435029
PD4:1714843, PD2:1434905
PD4:1714497, PD2:1434668
PD4:1714497, PD2:1434445
PD4:1714657, PD2:1434287
PD4:1714657, PD2:1434376
PD4:1714716, PD2:1434295
PD4:1714762, PD2:1434140
PD4:1714578, PD2:1433988
PD4:1714632, PD2:1434343
PD4:1714670, PD2:1434114
PD4:1714578, PD2:1434509
PD4:1714558, PD2:1434432
PD4:1714432, PD2:1434071
PD4:1714434, PD2:1433890
PD4:1714494, PD2:1434103
PD4:1714747, PD2:1434078
PD4:1714981, PD2:1434138
PD4:1714774, PD2:1433966
PD4:1714640, PD2:1433827
PD4:1714940, PD2:1433835
PD4:1714940, PD2:1433889
PD4:1715096, PD2:1433989
PD4:1714655, PD2:1434328
PD4:1714340, PD2:1434130
PD4:1714340, PD2:1434004
PD4:1714524, PD2:1433878
PD4:1714730, PD2:1434303
PD4:1714635, PD2:1433923
PD4:1714548, PD2:1433718
PD4:1714638, PD2:1433560
PD4:1714440, PD2:1433737
PD4:1714429, PD2:1434046
PD4:1714492, PD2:1434045
PD4:1714561, PD2:1434052
PD4:1714763, PD2:1433799
PD4:1714450, PD2:1433570
PD4:1714483, PD2:1433577
PD4:1714600, PD2:1433265
PD4:1714796, PD2:1433126
PD4:1714731, PD2:1432709
PD4:1714675, PD2:1432440
PD4:1714122, PD2:1432005
PD4:1714478, PD2:1432078
PD4:1714180, PD2:1431989
PD4:1714097, PD2:1431996
PD4:1713648, PD2:1431889
PD4:1713648, PD2:1431783
PD4:1713617, PD2:1431501
PD4:1713873, PD2:1431387
PD4:1713614, PD2:1431544
PD4:1713426, PD2:1431653
PD4:1713544, PD2:1431072
PD4:1713176, PD2:1431186
PD4:1713261, PD2:1431467
PD4:1713061, PD2:1431290
PD4:1713124, PD2:1431204
PD4:1712980, PD2:1431239
PD4:1712895, PD2:1431078
PD4:1712802, PD2:1431120
PD4:1712956, PD2:1431537
PD4:1712892, PD2:1431224
PD4:1713175, PD2:1431199
PD4:1713232, PD2:1430828
PD4:1713109, PD2:1430817
PD4:1712939, PD2:1430648
PD4:1712895, PD2:1430899
PD4:1713013, PD2:1430795
PD4:1712686, PD2:1431032
PD4:1712529, PD2:1431101
PD4:1712529, PD2:1431059
PD4:1712421, PD2:1430623
PD4:1712454, PD2:1430896
PD4:1712177, PD2:1430964
PD4:1712303, PD2:1430662
PD4:1712409, PD2:1430647
PD4:1712373, PD2:1430794
PD4:1712051, PD2:1430892
PD4:1711694, PD2:1430632
PD4:1712136, PD2:1430800
PD4:1712011, PD2:1430876
PD4:1712148, PD2:1430794
PD4:1711738, PD2:1430713
PD4:1711952, PD2:1430839
PD4:1712402, PD2:1431003
PD4:1712478, PD2:1431125
PD4:1712303, PD2:1431219
PD4:1712118, PD2:1430989
PD4:1712127, PD2:1430919
PD4:1712235, PD2:1431180
PD4:1712501, PD2:1431076
PD4:1711974, PD2:1431463
PD4:1711679, PD2:1431311
PD4:1711679, PD2:1431273
PD4:1711725, PD2:1431156
PD4:1711953, PD2:1431257
PD4:1712170, PD2:1431113
PD4:1712115, PD2:1431385
PD4:1712149, PD2:1431000
PD4:1711708, PD2:1430954
PD4:1712172, PD2:1432056
PD4:1711961, PD2:1431704
PD4:1712120, PD2:1431458
PD4:1712075, PD2:1431364
PD4:1712055, PD2:1431061
PD4:1712215, PD2:1431121
PD4:1712198, PD2:1431192
PD4:1712357, PD2:1431050
PD4:1712412, PD2:1431179
PD4:1712106, PD2:1431051
PD4:1712338, PD2:1430539
PD4:1712315, PD2:1430648
PD4:1712111, PD2:1430210
PD4:1712151, PD2:1430628
PD4:1711791, PD2:1430254
PD4:1711791, PD2:1429998
PD4:1711299, PD2:1429697
PD4:1711478, PD2:1429752
PD4:1711446, PD2:1429831
PD4:1711318, PD2:1429332
PD4:1711225, PD2:1428967
PD4:1711106, PD2:1429022
PD4:1711071, PD2:1429213
PD4:1711018, PD2:1429207
PD4:1710939, PD2:1429200
PD4:1710844, PD2:1429362
